,행정구역,연도,명
2086,은평구,2021,5702045
2087,은평구,2022,1418021
2088,음성군,2011,1096953
2089,음성군,2012,1107575
2090,음성군,2013,1120098
2091,음성군,2014,1131851
2092,음성군,2015,1151892
2093,음성군,2016,1169098
2094,음성군,2017,1169788
2095,음성군,2018,1160997
2096,음성군,2019,1143529
2097,음성군,2020,1130058
2098,음성군,2021,1107648
2099,음성군,2022,276439
2100,의령군,2011,360826
2101,의령군,2012,355429
2102,의령군,2013,354065
2103,의령군,2014,352754
2104,의령군,2015,345608
2105,의령군,2016,338627
2106,의령군,2017,334606
2107,의령군,2018,333114
2108,의령군,2019,328449
2109,의령군,2020,323249
2110,의령군,2021,318389
2111,의령군,2022,79010
2112,의성군,2011,698090
2113,의성군,2012,687921
2114,의성군,2013,678138
2115,의성군,2014,667807
2116,의성군,2015,656836
2117,의성군,2016,650597
2118,의성군,2017,645137
2119,의성군,2018,637625
2120,의성군,2019,631821
2121,의성군,2020,625365
2122,의성군,2021,613007
2123,의성군,2022,151608
2124,의왕시,2011,1780775
2125,의왕시,2012,1814433
2126,의왕시,2013,1906368
2127,의왕시,2014,1912991
2128,의왕시,2015,1895977
2129,의왕시,2016,1890011
2130,의왕시,2017,1869001
2131,의왕시,2018,1851222
2132,의왕시,2019,1899163
2133,의왕시,2020,1964782
2134,의왕시,2021,1956682
2135,의왕시,2022,488294
2136,의정부시,2011,5173952
2137,의정부시,2012,5155690
2138,의정부시,2013,5159918
2139,의정부시,2014,5175699
2140,의정부시,2015,5184136
2141,의정부시,2016,5230631
2142,의정부시,2017,5268635
2143,의정부시,2018,5324626
2144,의정부시,2019,5409714
2145,의정부시,2020,5475143
2146,의정부시,2021,5550339
2147,의정부시,2022,1392116
2148,의창구,2011,3019183
2149,의창구,2012,3063750
2150,의창구,2013,3065470
2151,의창구,2014,3081746
2152,의창구,2015,3100984
2153,의창구,2016,3049243
2154,의창구,2017,3026102
2155,의창구,2018,3042483
2156,의창구,2019,3065500
2157,의창구,2020,3150792
2158,의창구,2021,2874903
2159,의창구,2022,652670
2160,이천시,2011,2446194
2161,이천시,2012,2461831
2162,이천시,2013,2465201
2163,이천시,2014,2467924
2164,이천시,2015,2459541
2165,이천시,2016,2502871
2166,이천시,2017,2546856
2167,이천시,2018,2568825
2168,이천시,2019,2585211
2169,이천시,2020,2616462
2170,이천시,2021,2654864
2171,이천시,2022,668366
2172,익산시,2011,3709241
2173,익산시,2012,3689275
2174,익산시,2013,3681292
2175,익산시,2014,3661822
2176,익산시,2015,3635243
2177,익산시,2016,3614908
2178,익산시,2017,3609113
2179,익산시,2018,3555377
2180,익산시,2019,3481550
2181,익산시,2020,3410860
2182,익산시,2021,3357561
2183,익산시,2022,832259
2184,인제군,2011,380257
2185,인제군,2012,385741
2186,인제군,2013,389228
2187,인제군,2014,389062
2188,인제군,2015,398453
2189,인제군,2016,395122
2190,인제군,2017,390566
2191,인제군,2018,387621
2192,인제군,2019,382064
2193,인제군,2020,378590
2194,인제군,2021,382289
2195,인제군,2022,96644
2196,일산동구,2011,3299807
2197,일산동구,2012,3361137
2198,일산동구,2013,3395719
2199,일산동구,2014,3409969
2200,일산동구,2015,3419176
2201,일산동구,2016,3462684
2202,일산동구,2017,3521410
2203,일산동구,2018,3538113
2204,일산동구,2019,3545145
2205,일산동구,2020,3587836
2206,일산동구,2021,3601107
2207,일산동구,2022,896412
2208,일산서구,2011,3469297
2209,일산서구,2012,3497098
2210,일산서구,2013,3516396
2211,일산서구,2014,3568653
2212,일산서구,2015,3588449
2213,일산서구,2016,3603446
2214,일산서구,2017,3604002
2215,일산서구,2018,3566262
2216,일산서구,2019,3610743
2217,일산서구,2020,3638819
2218,일산서구,2021,3598230
2219,일산서구,2022,889233
2220,임실군,2011,365245
2221,임실군,2012,362519
2222,임실군,2013,356435
2223,임실군,2014,357973
2224,임실군,2015,356108
2225,임실군,2016,353291
2226,임실군,2017,353053
2227,임실군,2018,350195
2228,임실군,2019,342639
2229,임실군,2020,333438
2230,임실군,2021,323229
2231,임실군,2022,80055
2232,장성군,2011,554688
2233,장성군,2012,554930
2234,장성군,2013,554151
2235,장성군,2014,556169
2236,장성군,2015,553752
2237,장성군,2016,553604
2238,장성군,2017,550973
2239,장성군,2018,551190
2240,장성군,2019,547351
2241,장성군,2020,540866
2242,장성군,2021,526447
2243,장성군,2022,129940
2244,장수군,2011,279169
2245,장수군,2012,278333
2246,장수군,2013,278129
2247,장수군,2014,280195
2248,장수군,2015,279499
2249,장수군,2016,279431
2250,장수군,2017,278188
2251,장수군,2018,274721
2252,장수군,2019,272515
2253,장수군,2020,266528
2254,장수군,2021,262323
2255,장수군,2022,64972
2256,장안구,2011,3521156
2257,장안구,2012,3501639
2258,장안구,2013,3558211
2259,장안구,2014,3611173
2260,장안구,2015,3602738
2261,장안구,2016,3567753
2262,장안구,2017,3541238
2263,장안구,2018,3480683
2264,장안구,2019,3379644
2265,장안구,2020,3308540
2266,장안구,2021,3264786
2267,장안구,2022,820279
2268,장흥군,2011,506667
2269,장흥군,2012,504086
2270,장흥군,2013,503153
2271,장흥군,2014,500983
2272,장흥군,2015,497526
2273,장흥군,2016,491618
2274,장흥군,2017,481586
2275,장흥군,2018,475532
2276,장흥군,2019,466355
2277,장흥군,2020,456852
2278,장흥군,2021,444234
2279,장흥군,2022,109217
2280,전주시,2011,7733902
2281,전주시,2012,7777045
2282,전주시,2013,7798345
2283,전주시,2014,7821453
2284,전주시,2015,7844447
2285,전주시,2016,7834645
2286,전주시,2017,7817682
2287,전주시,2018,7821106
2288,전주시,2019,7846732
2289,전주시,2020,7873704
2290,전주시,2021,7890731
2291,전주시,2022,1968976
2292,정선군,2011,486277
2293,정선군,2012,478935
2294,정선군,2013,479003
2295,정선군,2014,475485
2296,정선군,2015,471322
2297,정선군,2016,466716
2298,정선군,2017,460185
2299,정선군,2018,454762
2300,정선군,2019,448730
2301,정선군,2020,444127
2302,정선군,2021,431909
2303,정선군,2022,106607
2304,정읍시,2011,1452728
2305,정읍시,2012,1437122
2306,정읍시,2013,1424877
2307,정읍시,2014,1412212
2308,정읍시,2015,1398956
2309,정읍시,2016,1386305
2310,정읍시,2017,1373146
2311,정읍시,2018,1355930
2312,정읍시,2019,1334996
2313,정읍시,2020,1312828
2314,정읍시,2021,1288394
2315,정읍시,2022,319124
2316,제주시,2011,5046935
2317,제주시,2012,5118874
2318,제주시,2013,5211454
2319,제주시,2014,5324220
2320,제주시,2015,5460222
2321,제주시,2016,5592555
2322,제주시,2017,5698139
2323,제주시,2018,5796797
2324,제주시,2019,5855750
2325,제주시,2020,5887272
2326,제주시,2021,5912273
2327,제주시,2022,1478861
2328,제천시,2011,1649300
2329,제천시,2012,1650180
2330,제천시,2013,1645823
2331,제천시,2014,1643476
2332,제천시,2015,1636712
2333,제천시,2016,1634452
2334,제천시,2017,1637541
2335,제천시,2018,1629203
2336,제천시,2019,1619974
2337,제천시,2020,1601944
2338,제천시,2021,1586963
2339,제천시,2022,395321
2340,종로구,2011,2034032
2341,종로구,2012,2004007
2342,종로구,2013,1941711
2343,종로구,2014,1903113
2344,종로구,2015,1870089
2345,종로구,2016,1850363
2346,종로구,2017,1850755
2347,종로구,2018,1845734
2348,종로구,2019,1824944
2349,종로구,2020,1804416
2350,종로구,2021,1756681
2351,종로구,2022,433393
2352,중구,2011,10208253
2353,중구,2012,10221062
2354,중구,2013,10282742
2355,중구,2014,10361417
2356,중구,2015,10410651
2357,중구,2016,10369759
2358,중구,2017,10277792
2359,중구,2018,10190451
2360,중구,2019,10150167
2361,중구,2020,10096774
2362,중구,2021,9934281
2363,중구,2022,2472573
2364,중랑구,2011,5108548
2365,중랑구,2012,5055910
2366,중랑구,2013,5015146
2367,중랑구,2014,5023732
2368,중랑구,2015,5002303
2369,중랑구,2016,4953998
2370,중랑구,2017,4918982
2371,중랑구,2018,4864612
2372,중랑구,2019,4801068
2373,중랑구,2020,4744702
2374,중랑구,2021,4682584
2375,중랑구,2022,1165247
2376,중원구,2011,3079479
2377,중원구,2012,3049338
2378,중원구,2013,3086935
2379,중원구,2014,3051242
2380,중원구,2015,3005037
2381,중원구,2016,2952242
2382,중원구,2017,2801331
2383,중원구,2018,2731327
2384,중원구,2019,2669064
2385,중원구,2020,2614986
2386,중원구,2021,2569065
2387,중원구,2022,629741
2388,증평군,2011,403880
2389,증평군,2012,409586
2390,증평군,2013,413370
2391,증평군,2014,416866
2392,증평군,2015,430760
2393,증평군,2016,445024
2394,증평군,2017,451300
2395,증평군,2018,451988
2396,증평군,2019,448675
2397,증평군,2020,446186
2398,증평군,2021,438007
2399,증평군,2022,110134
2400,진도군,2011,403200
2401,진도군,2012,399821
2402,진도군,2013,397038
2403,진도군,2014,394597
2404,진도군,2015,390430
2405,진도군,2016,386586
2406,진도군,2017,382992
2407,진도군,2018,377771
2408,진도군,2019,371174
2409,진도군,2020,366634
2410,진도군,2021,364239
2411,진도군,2022,89880
2412,진안군,2011,328310
2413,진안군,2012,326609
2414,진안군,2013,321797
2415,진안군,2014,320902
2416,진안군,2015,315850
2417,진안군,2016,313254
2418,진안군,2017,312947
2419,진안군,2018,314049
2420,진안군,2019,309248
2421,진안군,2020,306068
2422,진안군,2021,301619
2423,진안군,2022,74892
2424,진주시,2011,4022224
2425,진주시,2012,4041206
2426,진주시,2013,4046653
2427,진주시,2014,4063506
2428,진주시,2015,4110833
2429,진주시,2016,4155006
2430,진주시,2017,4164533
2431,진주시,2018,4153937
2432,진주시,2019,4163674
2433,진주시,2020,4170838
2434,진주시,2021,4168728
2435,진주시,2022,1039018
2436,진천군,2011,751732
2437,진천군,2012,758725
2438,진천군,2013,769117
2439,진천군,2014,779464
2440,진천군,2015,800063
2441,진천군,2016,827086
2442,진천군,2017,864238
2443,진천군,2018,913069
2444,진천군,2019,963260
2445,진천군,2020,985344
2446,진천군,2021,1015886
2447,진천군,2022,256611
2448,진해구,2011,2145842
2449,진해구,2012,2176089
2450,진해구,2013,2187975
2451,진해구,2014,2180926
2452,진해구,2015,2192371
2453,진해구,2016,2240868
2454,진해구,2017,2263389
2455,진해구,2018,2303790
2456,진해구,2019,2323532
2457,진해구,2020,2312596
2458,진해구,2021,2323698
2459,진해구,2022,584279
2460,창녕군,2011,744030
2461,창녕군,2012,752535
2462,창녕군,2013,759059
2463,창녕군,2014,762020
2464,창녕군,2015,763093
2465,창녕군,2016,765949
2466,창녕군,2017,768565
2467,창녕군,2018,764467
2468,창녕군,2019,752144
2469,창녕군,2020,740840
2470,창녕군,2021,727799
2471,창녕군,2022,179704
2472,창원시,2011,13094251
2473,창원시,2012,13103804
2474,창원시,2013,13055022
2475,창원시,2014,12934606
2476,창원시,2015,12862169
2477,창원시,2016,12808875
2478,창원시,2017,12705598
2479,창원시,2018,12665320
2480,창원시,2019,12582180
2481,창원시,2020,12481138
2482,창원시,2021,12412631
2483,창원시,2022,3091134
2484,처인구,2011,2510560
2485,처인구,2012,2526479
2486,처인구,2013,2546544
2487,처인구,2014,2600907
2488,처인구,2015,2652301
2489,처인구,2016,2680617
2490,처인구,2017,2751982
2491,처인구,2018,2885825
2492,처인구,2019,3043563
2493,처인구,2020,3077634
2494,처인구,2021,3121604
2495,처인구,2022,779784
2496,천안시,2011,6789922
2497,천안시,2012,6933495
2498,천안시,2013,7046950
2499,천안시,2014,7141718
2500,천안시,2015,7235366
2501,천안시,2016,7330871
2502,천안시,2017,7514460
2503,천안시,2018,7686061
2504,천안시,2019,7799386
2505,천안시,2020,7879735
2506,천안시,2021,7894615
2507,천안시,2022,1971777
2508,철원군,2011,580827
2509,철원군,2012,576132
2510,철원군,2013,571305
2511,철원군,2014,568403
2512,철원군,2015,582398
2513,철원군,2016,578957
2514,철원군,2017,570376
2515,철원군,2018,560881
2516,철원군,2019,549021
2517,철원군,2020,539894
2518,철원군,2021,526553
2519,철원군,2022,129174
2520,청도군,2011,530877
2521,청도군,2012,529601
2522,청도군,2013,525338
2523,청도군,2014,526781
2524,청도군,2015,524865
2525,청도군,2016,523393
2526,청도군,2017,521387
2527,청도군,2018,517793
2528,청도군,2019,516019
2529,청도군,2020,510818
2530,청도군,2021,503138
2531,청도군,2022,125540
2532,청송군,2011,318713
2533,청송군,2012,318121
2534,청송군,2013,317072
2535,청송군,2014,317741
2536,청송군,2015,316479
2537,청송군,2016,315940
2538,청송군,2017,314036
2539,청송군,2018,309994
2540,청송군,2019,306670
2541,청송군,2020,302586
2542,청송군,2021,297422
2543,청송군,2022,73619
2544,청양군,2011,388334
2545,청양군,2012,386193
2546,청양군,2013,385118
2547,청양군,2014,386778
2548,청양군,2015,386973
2549,청양군,2016,387025
2550,청양군,2017,387573
2551,청양군,2018,386616
2552,청양군,2019,379232
2553,청양군,2020,372571
2554,청양군,2021,366521
2555,청양군,2022,91333
2556,청원구,2011,0
2557,청원구,2012,0
2558,청원구,2013,0
2559,청원구,2014,1035826
2560,청원구,2015,2149236
2561,청원구,2016,2247898
2562,청원구,2017,2313738
2563,청원구,2018,2348104
2564,청원구,2019,2360387
2565,청원구,2020,2331704
2566,청원구,2021,2326990
2567,청원구,2022,582468
2568,청원군,2011,1874729
2569,청원군,2012,1880456
2570,청원군,2013,1857703
2571,청원군,2014,930817
2572,청원군,2015,0
2573,청원군,2016,0
2574,청원군,2017,0
2575,청원군,2018,0
2576,청원군,2019,0
2577,청원군,2020,0
2578,청원군,2021,0
2579,청원군,2022,0
2580,청주시,2011,7915519
2581,청주시,2012,7973374
2582,청주시,2013,8041821
2583,청주시,2014,9033835
2584,청주시,2015,9976174
2585,청주시,2016,10005839
2586,청주시,2017,10031408
2587,청주시,2018,10032198
2588,청주시,2019,10070036
2589,청주시,2020,10111959
2590,청주시,2021,10166858
2591,청주시,2022,2546701
2592,춘천시,2011,3256426
2593,춘천시,2012,3278365
2594,춘천시,2013,3288587
2595,춘천시,2014,3304286
2596,춘천시,2015,3323502
2597,춘천시,2016,3350895
2598,춘천시,2017,3362391
2599,춘천시,2018,3368641
2600,춘천시,2019,3365310
2601,춘천시,2020,3382257
2602,춘천시,2021,3396617
2603,춘천시,2022,855507
2604,충주시,2011,2500071
2605,충주시,2012,2500753
2606,충주시,2013,2498148
2607,충주시,2014,2500084
2608,충주시,2015,2498012
2609,충주시,2016,2496460
2610,충주시,2017,2498027
2611,충주시,2018,2517663
2612,충주시,2019,2526542
2613,충주시,2020,2523999
2614,충주시,2021,2515122
2615,충주시,2022,627473
2616,칠곡군,2011,1429455
2617,칠곡군,2012,1431757
2618,칠곡군,2013,1446713
2619,칠곡군,2014,1458916
2620,칠곡군,2015,1465607
2621,칠곡군,2016,1473029
2622,칠곡군,2017,1464598
2623,칠곡군,2018,1435062
2624,칠곡군,2019,1415621
2625,칠곡군,2020,1385209
2626,칠곡군,2021,1369624
2627,칠곡군,2022,340802
2628,태백시,2011,606271
2629,태백시,2012,598763
2630,태백시,2013,589199
2631,태백시,2014,583280
2632,태백시,2015,574640
2633,태백시,2016,567333
2634,태백시,2017,555641
2635,태백시,2018,543620
2636,태백시,2019,531248
2637,태백시,2020,517761
2638,태백시,2021,499198
2639,태백시,2022,121596
2640,태안군,2011,755460
2641,태안군,2012,751256
2642,태안군,2013,750073
2643,태안군,2014,748554
2644,태안군,2015,756214
2645,태안군,2016,764068
2646,태안군,2017,766884
2647,태안군,2018,763604
2648,태안군,2019,755792
2649,태안군,2020,748009
2650,태안군,2021,741716
2651,태안군,2022,184299
2652,통영시,2011,1683638
2653,통영시,2012,1677604
2654,통영시,2013,1673069
2655,통영시,2014,1672689
2656,통영시,2015,1672486
2657,통영시,2016,1664363
2658,통영시,2017,1640397
2659,통영시,2018,1614830
2660,통영시,2019,1587942
2661,통영시,2020,1555774
2662,통영시,2021,1517646
2663,통영시,2022,374941
2664,파주시,2011,4408399
2665,파주시,2012,4649136
2666,파주시,2013,4787103
2667,파주시,2014,4870893
2668,파주시,2015,5013782
2669,파주시,2016,5127724
2670,파주시,2017,5199404
2671,파주시,2018,5340517
2672,파주시,2019,5443604
2673,파주시,2020,5499573
2674,파주시,2021,5688162
2675,파주시,2022,1456532
2676,팔달구,2011,2568734
2677,팔달구,2012,2492877
2678,팔달구,2013,2470167
2679,팔달구,2014,2446831
2680,팔달구,2015,2415655
2681,팔달구,2016,2386511
2682,팔달구,2017,2358563
2683,팔달구,2018,2225127
2684,팔달구,2019,2136684
2685,팔달구,2020,2102729
2686,팔달구,2021,2178214
2687,팔달구,2022,545391
2688,평창군,2011,521081
2689,평창군,2012,522371
2690,평창군,2013,523272
2691,평창군,2014,524687
2692,평창군,2015,523076
2693,평창군,2016,519708
2694,평창군,2017,517614
2695,평창군,2018,513492
2696,평창군,2019,508311
2697,평창군,2020,501221
2698,평창군,2021,493880
2699,평창군,2022,123418
2700,평택시,2011,5082782
2701,평택시,2012,5169402
2702,평택시,2013,5261259
2703,평택시,2014,5351752
2704,평택시,2015,5456845
2705,평택시,2016,5592199
2706,평택시,2017,5724070
2707,평택시,2018,5873827
2708,평택시,2019,6050329
2709,평택시,2020,6302717
2710,평택시,2021,6622553
2711,평택시,2022,1701643
2712,포천시,2011,1898890
2713,포천시,2012,1891977
2714,포천시,2013,1882244
2715,포천시,2014,1871621
2716,포천시,2015,1867155
2717,포천시,2016,1856870
2718,포천시,2017,1843020
2719,포천시,2018,1823493
2720,포천시,2019,1791048
2721,포천시,2020,1773795
2722,포천시,2021,1775106
2723,포천시,2022,446159
2724,포항시,2011,6189289
2725,포항시,2012,6214607
2726,포항시,2013,6229797
2727,포항시,2014,6229105
2728,포항시,2015,6221464
2729,포항시,2016,6215807
2730,포항시,2017,6178198
2731,포항시,2018,6134289
2732,포항시,2019,6101662
2733,포항시,2020,6053989
2734,포항시,2021,6041288
2735,포항시,2022,1507799
2736,하남시,2011,1793710
2737,하남시,2012,1766262
2738,하남시,2013,1744831
2739,하남시,2014,1755280
2740,하남시,2015,1892362
2741,하남시,2016,2258199
2742,하남시,2017,2670466
2743,하남시,2018,2917244
2744,하남시,2019,3184960
2745,하남시,2020,3401720
2746,하남시,2021,3687697
2747,하남시,2022,967182
2748,하동군,2011,635220
2749,하동군,2012,618564
2750,하동군,2013,603618
2751,하동군,2014,597150
2752,하동군,2015,598264
2753,하동군,2016,593371
2754,하동군,2017,584489
2755,하동군,2018,574125
2756,하동군,2019,563160
2757,하동군,2020,545776
2758,하동군,2021,528240
2759,하동군,2022,129685
2760,함안군,2011,806296
2761,함안군,2012,806480
2762,함안군,2013,811451
2763,함안군,2014,819165
2764,함안군,2015,829386
2765,함안군,2016,827721
2766,함안군,2017,822753
2767,함안군,2018,810921
2768,함안군,2019,794681
2769,함안군,2020,776618
2770,함안군,2021,758649
2771,함안군,2022,187261
2772,함양군,2011,493744
2773,함양군,2012,491210
2774,함양군,2013,487991
2775,함양군,2014,487794
2776,함양군,2015,484372
2777,함양군,2016,482522
2778,함양군,2017,481176
2779,함양군,2018,481006
2780,함양군,2019,478015
2781,함양군,2020,471466
2782,함양군,2021,464900
2783,함양군,2022,114905
2784,함평군,2011,437274
2785,함평군,2012,432030
2786,함평군,2013,427300
2787,함평군,2014,424154
2788,함평군,2015,419233
2789,함평군,2016,415075
2790,함평군,2017,412186
2791,함평군,2018,406335
2792,함평군,2019,396683
2793,함평군,2020,388570
2794,함평군,2021,378643
2795,함평군,2022,93450
2796,합천군,2011,607756
2797,합천군,2012,602027
2798,합천군,2013,600103
2799,합천군,2014,597100
2800,합천군,2015,587483
2801,합천군,2016,576419
2802,합천군,2017,566416
2803,합천군,2018,557163
2804,합천군,2019,546091
2805,합천군,2020,533805
2806,합천군,2021,520592
2807,합천군,2022,128368
2808,해남군,2011,946229
2809,해남군,2012,940031
2810,해남군,2013,934532
2811,해남군,2014,927422
2812,해남군,2015,917995
2813,해남군,2016,907508
2814,해남군,2017,890338
2815,해남군,2018,871605
2816,해남군,2019,851767
2817,해남군,2020,833452
2818,해남군,2021,815262
2819,해남군,2022,201131
2820,해운대구,2011,5110807
2821,해운대구,2012,5132180
2822,해운대구,2013,5133191
2823,해운대구,2014,5084310
2824,해운대구,2015,5076912
2825,해운대구,2016,5065905
2826,해운대구,2017,4989798
2827,해운대구,2018,4930198
2828,해운대구,2019,4889349
2829,해운대구,2020,4848077
2830,해운대구,2021,4786836
2831,해운대구,2022,1184389
2832,홍성군,2011,1056500
2833,홍성군,2012,1056829
2834,홍성군,2013,1072035
2835,홍성군,2014,1088374
2836,홍성군,2015,1116334
2837,홍성군,2016,1170400
2838,홍성군,2017,1213548
2839,홍성군,2018,1216300
2840,홍성군,2019,1210000
2841,홍성군,2020,1200370
2842,홍성군,2021,1194667
2843,홍성군,2022,297656
2844,홍천군,2011,838093
2845,홍천군,2012,836231
2846,홍천군,2013,841078
2847,홍천군,2014,847135
2848,홍천군,2015,844428
2849,홍천군,2016,840600
2850,홍천군,2017,842997
2851,홍천군,2018,840977
2852,홍천군,2019,833545
2853,홍천군,2020,827956
2854,홍천군,2021,823691
2855,홍천군,2022,204475
2856,화성시,2011,6164219
2857,화성시,2012,6260515
2858,화성시,2013,6335661
2859,화성시,2014,6424193
2860,화성시,2015,6850624
2861,화성시,2016,7457717
2862,화성시,2017,8016903
2863,화성시,2018,8772101
2864,화성시,2019,9503207
2865,화성시,2020,10059372
2866,화성시,2021,10460408
2867,화성시,2022,2667976
2868,화순군,2011,832281
2869,화순군,2012,823739
2870,화순군,2013,817088
2871,화순군,2014,807174
2872,화순군,2015,793038
2873,화순군,2016,787579
2874,화순군,2017,779614
2875,화순군,2018,771245
2876,화순군,2019,758157
2877,화순군,2020,750938
2878,화순군,2021,748887
2879,화순군,2022,187877
2880,화천군,2011,293373
2881,화천군,2012,299209
2882,화천군,2013,299479
2883,화천군,2014,301534
2884,화천군,2015,323091
2885,화천군,2016,318967
2886,화천군,2017,313871
2887,화천군,2018,305334
2888,화천군,2019,298746
2889,화천군,2020,297158
2890,화천군,2021,292849
2891,화천군,2022,72245
2892,횡성군,2011,530990
2893,횡성군,2012,533129
2894,횡성군,2013,536853
2895,횡성군,2014,542826
2896,횡성군,2015,547203
2897,횡성군,2016,550548
2898,횡성군,2017,553374
2899,횡성군,2018,558756
2900,횡성군,2019,560409
2901,횡성군,2020,556818
2902,횡성군,2021,558503
2903,횡성군,2022,139296
2904,흥덕구,2011,5015323
2905,흥덕구,2012,5081580
2906,흥덕구,2013,5129370
2907,흥덕구,2014,4076038
2908,흥덕구,2015,3023610
2909,흥덕구,2016,3040999
2910,흥덕구,2017,3047508
2911,흥덕구,2018,3044771
2912,흥덕구,2019,3095494
2913,흥덕구,2020,3177920
2914,흥덕구,2021,3199876
2915,흥덕구,2022,802146
