행정구역별(1),행정구역별(2),year,주민1인당 생활폐기물배출량,생활폐기물발생량,주민등록인구
경상북도,구미시,2017,1.1,461.6,421799
경상북도,영주시,2017,1.6,174.3,108371
경상북도,영천시,2017,1.3,128.8,100615
경상북도,상주시,2017,1.1,108.3,100947
경상북도,문경시,2017,1.5,108.1,73294
경상북도,경산시,2017,0.9,239,259485
경상북도,군위군,2017,1,24.4,24215
경상북도,의성군,2017,0.9,50.3,53474
경상북도,청송군,2017,1.2,30.6,26006
경상북도,영양군,2017,0.8,14.8,17479
경상북도,영덕군,2017,1.7,66.4,38529
경상북도,청도군,2017,0.7,30.4,43346
경상북도,고령군,2017,0.8,27,33768
경상북도,성주군,2017,0.9,39.1,45138
경상북도,칠곡군,2017,1,126,120864
경상북도,예천군,2017,0.9,46.2,49253
경상북도,봉화군,2017,1.6,54.7,33259
경상북도,울진군,2017,1.2,63.6,50974
경상북도,울릉군,2017,1.6,15.6,9975
경상남도,진주시,2017,1.2,425.5,346681
경상남도,통영시,2017,1.7,232.8,135833
경상남도,사천시,2017,1.5,169.1,114252
경상남도,김해시,2017,0.9,481.7,532132
경상남도,밀양시,2017,1.2,125.8,107898
경상남도,거제시,2017,1.5,369.1,254073
경상남도,양산시,2017,1.1,370,338535
경상남도,창원시,2017,1.2,1301.5,1057032
경상남도,의령군,2017,1,28,27849
경상남도,함안군,2017,1.1,76.2,68207
경상남도,창녕군,2017,0.8,53,64101
경상남도,고성군,2017,0.9,47.1,54060
경상남도,남해군,2017,1.4,61.5,44642
경상남도,하동군,2017,1.2,56.2,48831
경상남도,산청군,2017,1.1,39.1,36340
경상남도,함양군,2017,1.1,43,40175
경상남도,거창군,2017,1.2,76.3,62763
경상남도,합천군,2017,1,48,47000
제주특별자치도,제주시,2017,1.8,881.3,478700
제주특별자치도,서귀포시,2017,2.4,430.8,178383
서울특별시,종로구,2018,2.4,362.7,153065
서울특별시,중구,2018,3.4,429.7,125725
서울특별시,용산구,2018,1.3,288.4,228999
서울특별시,성동구,2018,0.9,270,308221
서울특별시,광진구,2018,1,342.5,355559
서울특별시,동대문구,2018,1.2,416.3,348052
서울특별시,중랑구,2018,1,391.9,403209
서울특별시,성북구,2018,0.8,348.5,435868
서울특별시,강북구,2018,0.7,230.6,319164
서울특별시,도봉구,2018,0.8,255.7,339413
서울특별시,노원구,2018,0.9,467.2,543752
서울특별시,은평구,2018,0.7,333.3,483197
서울특별시,서대문구,2018,0.9,285.3,310313
서울특별시,마포구,2018,1.2,439.5,375077
서울특별시,양천구,2018,0.6,297.7,464185
서울특별시,강서구,2018,0.8,480,596949
서울특별시,구로구,2018,0.8,319.4,404497
서울특별시,금천구,2018,1.1,248.8,233917
서울특별시,영등포구,2018,0.9,335.3,367778
서울특별시,동작구,2018,0.7,290.6,396203
서울특별시,관악구,2018,0.9,436.8,501957
서울특별시,서초구,2018,1.3,563.7,433951
서울특별시,강남구,2018,1.2,677.1,542364
서울특별시,송파구,2018,0.9,611.8,666635
서울특별시,강동구,2018,0.9,370.1,427573
부산광역시,중구,2018,1.9,81.5,42795
부산광역시,서구,2018,1.1,118.3,110534
부산광역시,동구,2018,1.1,95.2,86912
부산광역시,영도구,2018,1,121.1,120109
부산광역시,부산진구,2018,1,364,362357
부산광역시,동래구,2018,0.9,235.7,266515
부산광역시,남구,2018,0.8,230.1,279917
부산광역시,북구,2018,0.9,268.3,296952
부산광역시,해운대구,2018,0.9,383.8,409347
부산광역시,사하구,2018,1,341.1,327791
부산광역시,금정구,2018,1,234.6,242956
부산광역시,강서구,2018,1.2,143.2,122957
부산광역시,연제구,2018,0.9,186.7,207840
부산광역시,수영구,2018,0.9,151.1,176246
부산광역시,사상구,2018,1.1,252.2,223361
부산광역시,기장군,2018,0.8,130.3,164864
대구광역시,중구,2018,2.3,184.1,79401
대구광역시,동구,2018,1.2,413.4,351291
대구광역시,서구,2018,1.6,301.2,184372
대구광역시,남구,2018,1.3,189.8,150501
대구광역시,북구,2018,1.2,536.3,439489
대구광역시,수성구,2018,1.1,465.3,432759
대구광역시,달서구,2018,1.1,637,573413
대구광역시,달성군,2018,1.1,287.7,250543
인천광역시,중구,2018,2.6,324.3,122499
인천광역시,동구,2018,2.1,141.8,66233
인천광역시,남구,2018,-,-,-
인천광역시,연수구,2018,0.8,269.6,346359
인천광역시,남동구,2018,1,521.9,537161
인천광역시,부평구,2018,0.8,412.6,524640
인천광역시,계양구,2018,0.7,218.8,312680
인천광역시,서구,2018,0.8,444.4,538596
인천광역시,미추홀구,2018,0.6,-,416542
인천광역시,강화군,2018,1.4,96.2,68896
인천광역시,옹진군,2018,0.9,18.4,21036
광주광역시,동구,2018,1.2,108.8,94475
광주광역시,서구,2018,0.9,269.1,304172
광주광역시,남구,2018,0.9,190.8,216369
광주광역시,북구,2018,0.8,338.5,439773
광주광역시,광산구,2018,0.9,365.1,404547
대전광역시,동구,2018,1.2,270.7,229071
대전광역시,중구,2018,1.2,296.7,244421
대전광역시,서구,2018,1,461.7,484663
대전광역시,유성구,2018,0.9,323.7,349790
대전광역시,대덕구,2018,1.4,258.5,181991
울산광역시,중구,2018,1.1,254.6,231973
울산광역시,남구,2018,1.6,537.2,330732
울산광역시,동구,2018,1.3,213.6,164642
울산광역시,북구,2018,1.2,250.6,206434
울산광역시,울주군,2018,1.3,294.2,221842
경기도,수원시,2018,0.9,1134.5,1201166
경기도,성남시,2018,1,918.4,954347
경기도,의정부시,2018,1,460,447026
경기도,안양시,2018,0.7,388.1,576831
경기도,부천시,2018,1,844.6,843768
경기도,광명시,2018,0.8,268.1,326841
경기도,평택시,2018,1,490.6,495642
경기도,동두천시,2018,0.8,76.8,96226
경기도,안산시,2018,0.9,592.9,660343
경기도,고양시,2018,0.9,924.3,1044189
경기도,과천시,2018,1.5,88.7,58142
경기도,구리시,2018,0.8,165.9,203553
경기도,남양주시,2018,0.6,407.2,681828
경기도,오산시,2018,0.8,178.5,220070
경기도,시흥시,2018,1,432.1,448687
경기도,군포시,2018,0.9,252.6,276916
경기도,의왕시,2018,0.7,112.7,153932
경기도,하남시,2018,1.5,388.9,254415
경기도,용인시,2018,1.1,1088.2,1035126
경기도,파주시,2018,1.1,505.2,451848
경기도,이천시,2018,1.2,264.5,214206
경기도,안성시,2018,1.3,234.9,183579
경기도,김포시,2018,0.8,337.5,423170
경기도,화성시,2018,0.9,656.1,758722
경기도,광주시,2018,1,366.7,363782
경기도,양주시,2018,1.1,236.4,216951
경기도,포천시,2018,1.2,188,150676
경기도,여주시,2018,1.8,197.3,111525
경기도,경기 여주군,2018,-,-,-
경기도,연천군,2018,1.3,58.8,44633
경기도,가평군,2018,1.2,74.6,62918
경기도,양평군,2018,0.6,73,116095
강원도,춘천시,2018,1.6,462.9,280640
강원도,원주시,2018,1.3,434.4,344070
강원도,강릉시,2018,1.8,386.7,212957
강원도,동해시,2018,1.2,113.7,91272
강원도,태백시,2018,1.9,87.3,44858
강원도,속초시,2018,1.6,132.8,81682
강원도,삼척시,2018,1.5,104.3,68326
강원도,홍천군,2018,1.6,112.2,69949
강원도,횡성군,2018,1.4,66.5,46726
강원도,영월군,2018,0.9,34.6,39730
강원도,평창군,2018,1.8,78.1,42610
강원도,정선군,2018,1.1,40.4,37700
강원도,철원군,2018,1.2,53.8,46413
강원도,화천군,2018,1.8,44.9,25084
강원도,양구군,2018,1.3,31.3,23408
강원도,인제군,2018,3,95.1,32136
강원도,고성군,2018,1.2,34,28144
강원도,양양군,2018,2.2,59.3,27347
충청북도,충북 청주시,2018,-,-,-
충청북도,충주시,2018,1.7,355.6,210504
충청북도,제천시,2018,1.1,149.5,135386
충청북도,청주시,2018,1.3,1083,837749
충청북도,충북 청원군,2018,-,-,-
충청북도,보은군,2018,1,34.7,33680
충청북도,옥천군,2018,1.4,69.5,51465
충청북도,영동군,2018,0.8,39.4,49715
충청북도,진천군,2018,1.5,114.7,78218
충청북도,괴산군,2018,1.8,71,39133
충청북도,음성군,2018,1.6,154,95830
충청북도,단양군,2018,1.7,52.8,30255
충청북도,증평군,2018,1,38.9,37317
충청남도,천안시,2018,1.3,822.1,646075
충청남도,공주시,2018,1.6,173.8,107581
충청남도,보령시,2018,1.4,143.6,101990
충청남도,아산시,2018,2.4,760.9,312822
충청남도,서산시,2018,1,172.5,174162
충청남도,논산시,2018,1.4,170.6,120230
충청남도,계룡시,2018,1,42.8,43731
충청남도,당진시,2018,0.9,155,167770
충청남도,금산군,2018,1,52,53222
충청남도,충남 연기군,2018,-,-,-
충청남도,부여군,2018,1.2,79.5,68078
충청남도,서천군,2018,1.7,91.2,53922
충청남도,청양군,2018,1,32.1,32296
충청남도,홍성군,2018,1,99.6,101082
충청남도,예산군,2018,1,83.1,80083
충청남도,태안군,2018,1.3,83.1,63238
충청남도,충남 당진군,2018,-,-,-
전라북도,전주시,2018,1.3,859.3,651091
전라북도,군산시,2018,1.6,442.3,272645
전라북도,익산시,2018,0.8,241.3,294062
전라북도,정읍시,2018,0.8,90.3,112169
전라북도,남원시,2018,1.1,88.5,82554
전라북도,김제시,2018,1.1,95.4,85331
전라북도,완주군,2018,0.9,84.5,94444
전라북도,진안군,2018,0.4,10.7,25963
전라북도,무주군,2018,1.2,29,24589
전라북도,장수군,2018,1.2,28.6,23221
전라북도,임실군,2018,0.3,10.3,30072
전라북도,순창군,2018,0.5,15.7,29209
전라북도,고창군,2018,1.1,63.1,57041
전라북도,부안군,2018,0.9,50.4,54441
전라남도,목포시,2018,1.1,256.3,232327
전라남도,여수시,2018,1.5,435.1,283300
전라남도,순천시,2018,1.1,293.9,279389
전라남도,나주시,2018,0.6,71.8,113839
전라남도,광양시,2018,1.6,243.8,156564
전라남도,담양군,2018,0.4,20.7,46917
전라남도,곡성군,2018,0.7,21.5,29624
전라남도,구례군,2018,0.6,17.3,27117
전라남도,고흥군,2018,1,64.9,65777
전라남도,보성군,2018,0.7,30.6,42803
전라남도,화순군,2018,0.7,46.2,63933
전라남도,장흥군,2018,0.6,24.4,39312
전라남도,강진군,2018,0.8,29.5,36144
전라남도,해남군,2018,0.9,63.2,71901
전라남도,영암군,2018,1.3,73.2,54731
전라남도,무안군,2018,1,81.9,81991
전라남도,함평군,2018,0.6,19.1,33420
전라남도,영광군,2018,2,110.7,54127
전라남도,장성군,2018,0.9,43.5,45795
전라남도,완도군,2018,0.9,43.9,51477
전라남도,진도군,2018,1.1,35.5,31219
전라남도,신안군,2018,1,39.8,41263
경상북도,포항시,2018,1,503.3,510013
경상북도,경주시,2018,2.3,582,256864
경상북도,김천시,2018,0.9,125.2,141104
경상북도,안동시,2018,1.1,184.6,162180
경상북도,구미시,2018,1.1,464.9,421494
경상북도,영주시,2018,1.7,177,106801
경상북도,영천시,2018,1.1,115.1,101595
경상북도,상주시,2018,0.9,86.3,100297
경상북도,문경시,2018,2,140.8,71874
경상북도,경산시,2018,1,268.8,261093
경상북도,군위군,2018,0.9,21.7,23919
경상북도,의성군,2018,1.1,58,52944
경상북도,청송군,2018,1.2,30.8,25678
경상북도,영양군,2018,0.9,15.1,17356
경상북도,영덕군,2018,1.4,52.2,38108
경상북도,청도군,2018,0.7,28.9,43057
경상북도,고령군,2018,1.2,39,32969
경상북도,성주군,2018,0.9,40,44672
경상북도,칠곡군,2018,1,122.2,118828
경상북도,예천군,2018,1,53.5,53274
경상북도,봉화군,2018,1.6,53.6,32843
경상북도,울진군,2018,1.3,66,50036
경상북도,울릉군,2018,1.7,17.2,9832
경상남도,진주시,2018,1.3,447.7,345987
경상남도,통영시,2018,1.6,214.8,133720
경상남도,사천시,2018,1.3,152.9,113888
경상남도,김해시,2018,0.9,494.6,533672
경상남도,밀양시,2018,1.2,125.5,106744
경상남도,거제시,2018,1.4,352.7,250516
경상남도,양산시,2018,1.1,395.5,348639
경상남도,창원시,2018,1.2,1232.9,1053601
경상남도,의령군,2018,1.1,29.3,27667
경상남도,함안군,2018,1,69.7,67025
경상남도,창녕군,2018,0.9,56.6,63396
경상남도,고성군,2018,1,51.1,53243
경상남도,남해군,2018,1.5,67.5,43990
경상남도,하동군,2018,1.1,53.3,47533
경상남도,산청군,2018,1,37,35952
경상남도,함양군,2018,1.1,43.2,40044
경상남도,거창군,2018,1.1,70.3,62455
경상남도,합천군,2018,0.9,42.7,45916
제주특별자치도,제주시,2018,1.9,923.2,485946
제주특별자치도,서귀포시,2018,2.2,390.7,181245
서울특별시,종로구,2019,2.2,339.9,151290
서울특별시,중구,2019,3.3,413.7,126171
서울특별시,용산구,2019,1.3,305.2,228670
서울특별시,성동구,2019,1,303.1,300889
서울특별시,광진구,2019,1,333.9,351350
서울특별시,동대문구,2019,1.2,411.2,346194
서울특별시,중랑구,2019,0.8,330.5,397015
서울특별시,성북구,2019,0.8,371.3,442650
서울특별시,강북구,2019,0.8,251.2,313954
서울특별시,도봉구,2019,1,345.1,333362
서울특별시,노원구,2019,0.6,317.3,532905
서울특별시,은평구,2019,0.8,369,480032
서울특별시,서대문구,2019,0.8,240.1,309397
서울특별시,마포구,2019,1.3,477.5,374035
서울특별시,양천구,2019,0.7,340.8,458165
서울특별시,강서구,2019,1,599.4,591796
서울특별시,구로구,2019,0.8,326.5,406664
서울특별시,금천구,2019,1.2,286.7,232810
서울특별시,영등포구,2019,1.1,417.3,367678
서울특별시,동작구,2019,0.8,315.4,395963
서울특별시,관악구,2019,0.9,434.7,500094
서울특별시,서초구,2019,1.2,498.3,430826
서울특별시,강남구,2019,1.1,591.2,545169
서울특별시,송파구,2019,1.2,808.2,675961
서울특별시,강동구,2019,1,419.9,436067
부산광역시,중구,2019,1.9,81.3,41910
부산광역시,서구,2019,1.1,116.3,108229
부산광역시,동구,2019,1.1,92.9,88165
부산광역시,영도구,2019,1,118.5,116711
부산광역시,부산진구,2019,1,363.1,357880
부산광역시,동래구,2019,0.8,228.6,271247
부산광역시,남구,2019,0.9,234.9,274480
부산광역시,북구,2019,0.9,263.9,291132
부산광역시,해운대구,2019,0.9,385.6,406102
부산광역시,사하구,2019,1.1,337.7,321004
부산광역시,금정구,2019,1,233,239062
부산광역시,강서구,2019,1.2,153.1,129566
부산광역시,연제구,2019,0.9,187.8,209395
부산광역시,수영구,2019,0.8,145.3,176148
부산광역시,사상구,2019,1.2,254.2,218094
부산광역시,기장군,2019,0.8,129.8,164716
대구광역시,중구,2019,2.2,173,77421
대구광역시,동구,2019,1.2,417.3,345469
대구광역시,서구,2019,1.4,240.4,175277
대구광역시,남구,2019,1.2,183.8,148113
대구광역시,북구,2019,1.2,527.2,437710
대구광역시,수성구,2019,1,444.2,428614
대구광역시,달서구,2019,1.2,657.5,568887
대구광역시,달성군,2019,1.1,294.7,256540
인천광역시,중구,2019,1.9,263.5,135135
인천광역시,동구,2019,0.9,59.5,64427
인천광역시,남구,2019,-,-,-
인천광역시,연수구,2019,0.6,237.4,366550
인천광역시,남동구,2019,0.9,469.3,532704
인천광역시,부평구,2019,0.8,416.3,511577
인천광역시,계양구,2019,0.8,228.4,303471
인천광역시,서구,2019,0.9,506.8,544556
인천광역시,미추홀구,2019,0.8,310.6,408862
인천광역시,강화군,2019,1.9,130.2,69178
인천광역시,옹진군,2019,1,20.1,20566
광주광역시,동구,2019,1.1,108.7,98585
광주광역시,서구,2019,0.9,268.4,300975
광주광역시,남구,2019,0.8,163.6,218060
광주광역시,북구,2019,0.9,408.9,433533
광주광역시,광산구,2019,1,418.7,405315
대전광역시,동구,2019,1.1,249.6,226771
대전광역시,중구,2019,1.1,267.4,240473
대전광역시,서구,2019,0.8,386.8,481222
대전광역시,유성구,2019,1,342.8,349373
대전광역시,대덕구,2019,1.2,210.6,177031
울산광역시,중구,2019,1.1,247.2,223581
울산광역시,남구,2019,1.6,505.9,323819
울산광역시,동구,2019,1.3,207.4,159656
울산광역시,북구,2019,1.1,245.2,217796
울산광역시,울주군,2019,1.9,416.6,223167
경기도,수원시,2019,0.9,1019.8,1194465
경기도,성남시,2019,0.9,851.4,942724
경기도,의정부시,2019,0.9,392.9,451868
경기도,안양시,2019,0.5,298.5,567044
경기도,부천시,2019,0.8,684.9,829996
경기도,광명시,2019,0.9,282,316552
경기도,평택시,2019,1.7,895.6,513027
경기도,동두천시,2019,0.8,76.9,94768
경기도,안산시,2019,1,622,650918
경기도,고양시,2019,0.9,936.9,1066351
경기도,과천시,2019,1.5,89.2,58289
경기도,구리시,2019,0.9,187.4,199265
경기도,남양주시,2019,1,684.4,701830
경기도,오산시,2019,1,228.2,226379
경기도,시흥시,2019,1,479.4,473682
경기도,군포시,2019,1,262.5,275852
경기도,의왕시,2019,0.6,89.9,161153
경기도,하남시,2019,0.8,220.3,272455
경기도,용인시,2019,1.4,1526.9,1059609
경기도,파주시,2019,1.1,494.8,454040
경기도,이천시,2019,2,434.9,215834
경기도,안성시,2019,1.2,220.8,183405
경기도,김포시,2019,0.8,344.9,437221
경기도,화성시,2019,0.8,614.3,815396
경기도,광주시,2019,0.8,312.2,372654
경기도,양주시,2019,1.1,235.2,222314
경기도,포천시,2019,2,290.5,148379
경기도,여주시,2019,1.5,171.8,111083
경기도,경기 여주군,2019,-,-,-
경기도,연천군,2019,1.6,71.8,43824
경기도,가평군,2019,1.5,95.5,62415
경기도,양평군,2019,0.7,81.1,116874
강원도,춘천시,2019,1,275.4,281291
강원도,원주시,2019,1.3,441.6,349215
강원도,강릉시,2019,1.4,294.4,213442
강원도,동해시,2019,1.5,135,90522
강원도,태백시,2019,2.2,97.3,43866
강원도,속초시,2019,1.5,126.5,81786
강원도,삼척시,2019,1.8,121.3,67228
강원도,홍천군,2019,2.6,180.4,69150
강원도,횡성군,2019,1.3,59.8,46575
강원도,영월군,2019,0.8,31.4,39127
강원도,평창군,2019,1.7,72.4,42106
강원도,정선군,2019,2,75.1,37271
강원도,철원군,2019,1.2,56.2,45584
강원도,화천군,2019,2.4,59.5,24917
강원도,양구군,2019,1.3,30.3,22764
강원도,인제군,2019,2.5,78.9,31672
강원도,고성군,2019,2,55.7,27260
강원도,양양군,2019,2.2,59.7,27726
충청북도,충북 청주시,2019,-,-,-
충청북도,충주시,2019,1.8,379.7,210737
충청북도,제천시,2019,1,135.3,134617
충청북도,청주시,2019,1.5,1224.2,839566
충청북도,충북 청원군,2019,-,-,-
충청북도,보은군,2019,1.1,35.9,32949
충청북도,옥천군,2019,1.1,56.1,51023
충청북도,영동군,2019,0.9,43,48738
충청북도,진천군,2019,1.1,91,81084
충청북도,괴산군,2019,1,39.9,39163
충청북도,음성군,2019,1.6,156.6,94982
충청북도,단양군,2019,1.9,55.8,29756
충청북도,증평군,2019,1.5,56.9,37392
충청남도,천안시,2019,1.2,807.3,652258
충청남도,공주시,2019,1.3,140.9,106474
충청남도,보령시,2019,1.4,146.5,101114
충청남도,아산시,2019,2,622,314395
충청남도,서산시,2019,1,181.4,174690
충청남도,논산시,2019,1.2,144.8,118842
충청남도,계룡시,2019,1.1,46.3,42971
충청남도,당진시,2019,1.4,238.4,167042
충청남도,금산군,2019,0.9,46.1,52257
충청남도,충남 연기군,2019,-,-,-
충청남도,부여군,2019,1,69.9,66740
충청남도,서천군,2019,1.5,79.2,52805
충청남도,청양군,2019,1.3,39.8,31717
충청남도,홍성군,2019,1,95.8,100423
충청남도,예산군,2019,1.1,84.2,79238
충청남도,태안군,2019,1.3,79.8,62743
충청남도,충남 당진군,2019,-,-,-
전라북도,전주시,2019,1,642.8,654394
전라북도,군산시,2019,1.6,444.7,270131
전라북도,익산시,2019,0.8,239.1,287771
전라북도,정읍시,2019,0.8,86.4,110541
전라북도,남원시,2019,2,159.5,81441
전라북도,김제시,2019,0.9,78,83895
전라북도,완주군,2019,1.6,144.5,92220
전라북도,진안군,2019,0.8,20.3,25697
전라북도,무주군,2019,2.3,56.6,24303
전라북도,장수군,2019,1,22.5,22441
전라북도,임실군,2019,0.4,13,28902
전라북도,순창군,2019,0.7,20.1,28382
전라북도,고창군,2019,1.1,62,55504
전라북도,부안군,2019,1.1,61.1,53295
전라남도,목포시,2019,1.1,262.5,229861
전라남도,여수시,2019,1.8,523,282786
전라남도,순천시,2019,0.9,254.6,279598
전라남도,나주시,2019,0.7,84.7,114664
전라남도,광양시,2019,1.5,236.6,156750
전라남도,담양군,2019,0.3,15.4,46535
전라남도,곡성군,2019,0.7,21,28887
전라남도,구례군,2019,0.7,18.4,26563
전라남도,고흥군,2019,1.2,80.2,64913
전라남도,보성군,2019,0.7,27,41420
전라남도,화순군,2019,0.6,37.4,62737
전라남도,장흥군,2019,0.7,26.4,38563
전라남도,강진군,2019,0.8,29.4,35286
전라남도,해남군,2019,0.9,63.9,70354
전라남도,영암군,2019,0.9,49.5,54593
전라남도,무안군,2019,1.5,122.2,81105
전라남도,함평군,2019,0.6,18.3,32861
전라남도,영광군,2019,0.7,37.3,53852
전라남도,장성군,2019,1.1,48.6,45739
전라남도,완도군,2019,0.7,37.8,50689
전라남도,진도군,2019,1.4,42.8,30715
전라남도,신안군,2019,1.5,60.8,40274
경상북도,포항시,2019,0.9,451.4,507025
경상북도,경주시,2019,1.5,378.6,255402
경상북도,김천시,2019,0.9,129.6,141229
경상북도,안동시,2019,1.7,265.4,160052
경상북도,구미시,2019,2,826.6,419742
경상북도,영주시,2019,2.1,219,105067
경상북도,영천시,2019,1.4,148.3,102470
경상북도,상주시,2019,1,102.9,100688
경상북도,문경시,2019,1.8,132.1,72242
경상북도,경산시,2019,1,256.1,263185
경상북도,군위군,2019,1.7,41.5,23843
경상북도,의성군,2019,1,50.9,52595
경상북도,청송군,2019,1.5,37.1,25416
경상북도,영양군,2019,1.2,20,16993
경상북도,영덕군,2019,2,74.3,37361
경상북도,청도군,2019,0.7,30.7,42910
경상북도,고령군,2019,1.7,53.9,32373
경상북도,성주군,2019,1.1,48.5,44015
경상북도,칠곡군,2019,1,119.9,117047
경상북도,예천군,2019,0.6,34.2,55100
경상북도,봉화군,2019,1.3,41.3,32150
경상북도,울진군,2019,1.9,91.7,49314
경상북도,울릉군,2019,1.6,15.4,9617
경상남도,진주시,2019,1.3,461,347334
경상남도,통영시,2019,1.5,202.5,131404
경상남도,사천시,2019,1.4,156.5,111925
경상남도,김해시,2019,1.3,725.3,542455
경상남도,밀양시,2019,1.1,114.3,105552
경상남도,거제시,2019,1.4,355,248276
경상남도,양산시,2019,1.2,415,350759
경상남도,창원시,2019,1.2,1226.2,1044740
경상남도,의령군,2019,1,27.2,27168
경상남도,함안군,2019,1.6,106.3,65700
경상남도,창녕군,2019,4.9,303.8,62331
경상남도,고성군,2019,0.6,31.9,52276
경상남도,남해군,2019,1.4,61.1,43622
경상남도,하동군,2019,0.9,41.9,46574
경상남도,산청군,2019,1.1,37.2,35417
경상남도,함양군,2019,1.3,53.3,39637
경상남도,거창군,2019,1.6,97.3,62179
경상남도,합천군,2019,1.2,56,45204
제주특별자치도,제주시,2019,1.8,860.3,489405
제주특별자치도,서귀포시,2019,2.1,373.2,181584
