지역,연도,폐기물 소분류,분류,가동업체수,재활용 폐기물량,판매량,판매총액
경기도,2013,폐내화물 및 폐도자기편류,허가업체,32,156962.0,160354.0,5505839.0
경기도,2013,소각잔재물 및 연소재,허가업체,4,204481.0,201116.0,206771.0
경기도,2013,안정화처리물,허가업체,0,0.0,0.0,0.0
경기도,2013,폐촉매,허가업체,10,872.0,142.0,4630925.0
경기도,2013,폐흡수제 및 폐흡착제,허가업체,13,9403.0,3341.0,5102772.0
경기도,2013,폐농약,허가업체,0,0.0,0.0,0.0
경기도,2013,PCB함유폐기물,허가업체,1,64.0,64.0,20450.0
경기도,2013,오니류,허가업체,73,695919.0,405438.0,30027650.0
경기도,2013,폐섬유류,허가업체,44,22396.0,8053.0,5702886.0
경기도,2013,폐가죽류,허가업체,1,386.0,0.0,0.0
경기도,2013,동식물성잔재물,허가업체,57,202166.0,42152.0,33002563.0
경기도,2013,폐석회류,허가업체,4,8910.0,2518.0,250080.0
경기도,2013,폐전지,허가업체,1,77.0,0.0,0.0
경기도,2013,기타화학물질,허가업체,0,0.0,0.0,0.0
경기도,2013,기타,허가업체,20,36749.0,13525.0,1490229.0
경기도,2013,금속류,허가업체,81,255530.0,210908.0,131054528.0
경기도,2013,폐지,허가업체,10,24490.0,67004.0,58171824.0
경기도,2013,폐목재,허가업체,56,272115.0,167962.0,6916407.0
경기도,2013,음식물쓰레기,허가업체,37,474975.0,125535.0,1043779.0
강원도,2013,폐산,허가업체,1,856.0,489.0,598896.0
강원도,2013,폐알칼리,허가업체,1,424.0,201.0,20081.0
강원도,2013,폐유,허가업체,7,968.0,603.0,90233.0
강원도,2013,폐유기용제,허가업체,3,1875.0,1836.0,490565.0
강원도,2013,폐합성고분자화합물,허가업체,56,500747.0,393015.0,18808233.0
강원도,2013,폐석면,허가업체,0,0.0,0.0,0.0
강원도,2013,광재,허가업체,5,171686.0,0.0,0.0
강원도,2013,분진,허가업체,4,10181.0,17.0,0.0
강원도,2013,폐주물사 및 샌드블라스트폐사,허가업체,5,321302.0,289245.0,82818.0
강원도,2013,폐내화물 및 폐도자기편류,허가업체,2,20455.0,900.0,46000.0
강원도,2013,소각잔재물 및 연소재,허가업체,6,864514.0,0.0,0.0
강원도,2013,안정화처리물,허가업체,0,0.0,0.0,0.0
강원도,2013,폐촉매,허가업체,1,192.0,0.0,0.0
강원도,2013,폐흡수제 및 폐흡착제,허가업체,3,8603.0,0.0,0.0
강원도,2013,폐농약,허가업체,0,0.0,0.0,0.0
강원도,2013,PCB함유폐기물,허가업체,0,0.0,0.0,0.0
강원도,2013,오니류,허가업체,22,696609.0,84819.0,37500.0
강원도,2013,폐섬유류,허가업체,5,1319.0,74.0,173943.0
강원도,2013,폐가죽류,허가업체,0,0.0,0.0,0.0
강원도,2013,동식물성잔재물,허가업체,15,19039.0,17734.0,16433833.0
강원도,2013,폐석회류,허가업체,2,30551.0,0.0,0.0
강원도,2013,폐전지,허가업체,0,0.0,0.0,0.0
강원도,2013,기타화학물질,허가업체,0,0.0,0.0,0.0
강원도,2013,기타,허가업체,2,61.0,1.0,657.0
강원도,2013,금속류,허가업체,4,790.0,997.0,664718.0
강원도,2013,폐지,허가업체,5,1330.0,1474.0,284763.0
강원도,2013,폐목재,허가업체,27,44298.0,9968.0,27500.0
강원도,2013,음식물쓰레기,허가업체,4,22084.0,26013.0,695684.0
충청북도,2013,폐산,허가업체,8,16055.0,18993.0,712668.0
충청북도,2013,폐알칼리,허가업체,2,29.0,0.0,591.0
충청북도,2013,폐유,허가업체,47,34448.0,30782.0,16049095.0
충청북도,2013,폐유기용제,허가업체,19,51732.0,22431.0,11647760.0
충청북도,2013,폐합성고분자화합물,허가업체,163,372589.0,386671.0,65492367.0
충청북도,2013,폐석면,허가업체,0,0.0,0.0,0.0
충청북도,2013,광재,허가업체,6,2989.0,4084.0,1588004.0
충청북도,2013,분진,허가업체,16,27249.0,27789.0,104516425.0
충청북도,2013,폐주물사 및 샌드블라스트폐사,허가업체,1,104.0,0.0,0.0
충청북도,2013,폐내화물 및 폐도자기편류,허가업체,5,40421.0,5.0,0.0
충청북도,2013,소각잔재물 및 연소재,허가업체,4,229372.0,241467.0,5467815.0
충청북도,2013,안정화처리물,허가업체,0,0.0,0.0,0.0
충청북도,2013,폐촉매,허가업체,3,6119.0,6074.0,10908041.0
충청북도,2013,폐흡수제 및 폐흡착제,허가업체,2,2449.0,2443.0,0.0
충청북도,2013,폐농약,허가업체,0,0.0,0.0,0.0
충청북도,2013,PCB함유폐기물,허가업체,0,0.0,0.0,0.0
충청북도,2013,오니류,허가업체,63,245184.0,75378.0,17877164.0
충청북도,2013,폐섬유류,허가업체,3,1073.0,726.0,326547.0
충청북도,2013,폐가죽류,허가업체,0,0.0,0.0,0.0
충청북도,2013,동식물성잔재물,허가업체,49,166416.0,35536.0,1772908.0
충청북도,2013,폐석회류,허가업체,4,4575.0,4606.0,0.0
충청북도,2013,폐전지,허가업체,1,14.0,15.0,95000.0
충청북도,2013,기타화학물질,허가업체,0,0.0,0.0,0.0
충청북도,2013,기타,허가업체,7,12354.0,2698.0,424847.0
충청북도,2013,금속류,허가업체,18,7121.0,3150.0,9043078.0
충청북도,2013,폐지,허가업체,1,60.0,60.0,19521.0
충청북도,2013,폐목재,허가업체,22,72760.0,32544.0,1359184.0
충청북도,2013,음식물쓰레기,허가업체,7,67300.0,67058.0,0.0
충청남도,2013,폐산,허가업체,11,89706.0,66631.0,24532248.0
충청남도,2013,폐알칼리,허가업체,2,943.0,0.0,0.0
충청남도,2013,폐유,허가업체,32,17733.0,13660.0,607863.0
충청남도,2013,폐유기용제,허가업체,11,110147.0,71991.0,18413813.0
충청남도,2013,폐합성고분자화합물,허가업체,147,148071.0,105901.0,57289729.0
충청남도,2013,폐석면,허가업체,0,0.0,0.0,0.0
충청남도,2013,광재,허가업체,8,343854.0,337285.0,0.0
충청남도,2013,분진,허가업체,4,10068.0,18430.0,4476516.0
충청남도,2013,폐주물사 및 샌드블라스트폐사,허가업체,1,1.0,0.0,0.0
충청남도,2013,폐내화물 및 폐도자기편류,허가업체,15,118726.0,211869.0,102720835.0
충청남도,2013,소각잔재물 및 연소재,허가업체,13,1033833.0,395646.0,11070906.0
충청남도,2013,안정화처리물,허가업체,0,0.0,0.0,0.0
충청남도,2013,폐촉매,허가업체,3,5682.0,23.0,1660000.0
충청남도,2013,폐흡수제 및 폐흡착제,허가업체,12,11868.0,2177.0,56565111.0
충청남도,2013,폐농약,허가업체,0,0.0,0.0,0.0
충청남도,2013,PCB함유폐기물,허가업체,0,0.0,0.0,0.0
충청남도,2013,오니류,허가업체,62,324129.0,75777.0,14040285.0
충청남도,2013,폐섬유류,허가업체,5,9963.0,9816.0,4664267.0
충청남도,2013,폐가죽류,허가업체,0,0.0,0.0,0.0
충청남도,2013,동식물성잔재물,허가업체,44,138947.0,71797.0,31836370.0
충청남도,2013,폐석회류,허가업체,0,0.0,0.0,0.0
충청남도,2013,폐전지,허가업체,0,0.0,0.0,0.0
충청남도,2013,기타화학물질,허가업체,0,0.0,0.0,0.0
충청남도,2013,기타,허가업체,4,15535.0,23736.0,17859273.0
충청남도,2013,금속류,허가업체,34,87088.0,51296.0,105752491.0
충청남도,2013,폐지,허가업체,1,0.0,640.0,67911.0
충청남도,2013,폐목재,허가업체,23,97433.0,42192.0,2510343.0
충청남도,2013,음식물쓰레기,허가업체,8,135508.0,33185.0,0.0
전라북도,2013,폐산,허가업체,11,86303.0,317.0,418965.0
전라북도,2013,폐알칼리,허가업체,4,14683.0,6085.0,175329.0
전라북도,2013,폐유,허가업체,42,28358.0,20306.0,11770874.0
전라북도,2013,폐유기용제,허가업체,15,19073.0,6456.0,9849514.0
전라북도,2013,폐합성고분자화합물,허가업체,107,123784.0,100254.0,15652120.0
전라북도,2013,폐석면,허가업체,0,0.0,0.0,0.0
전라북도,2013,광재,허가업체,7,21452.0,19177.0,25504593.0
전라북도,2013,분진,허가업체,6,20005.0,18907.0,200627.0
전라북도,2013,폐주물사 및 샌드블라스트폐사,허가업체,2,20949.0,0.0,0.0
전라북도,2013,폐내화물 및 폐도자기편류,허가업체,10,45929.0,869.0,60.0
전라북도,2013,소각잔재물 및 연소재,허가업체,14,229232.0,129625.0,6809780.0
전라북도,2013,안정화처리물,허가업체,0,0.0,0.0,0.0
전라북도,2013,폐촉매,허가업체,3,441.0,0.0,481712.0
전라북도,2013,폐흡수제 및 폐흡착제,허가업체,0,0.0,0.0,0.0
전라북도,2013,폐농약,허가업체,0,0.0,0.0,0.0
전라북도,2013,PCB함유폐기물,허가업체,0,0.0,0.0,0.0
전라북도,2013,오니류,허가업체,61,564390.0,577016.0,2941321.0
전라북도,2013,폐섬유류,허가업체,4,493.0,367.0,630704.0
전라북도,2013,폐가죽류,허가업체,0,0.0,0.0,0.0
전라북도,2013,동식물성잔재물,허가업체,43,160035.0,120765.0,46452844.0
전라북도,2013,폐석회류,허가업체,2,6506.0,0.0,0.0
전라북도,2013,폐전지,허가업체,1,30.0,51.0,941193.0
전라북도,2013,기타화학물질,허가업체,0,0.0,0.0,0.0
전라북도,2013,기타,허가업체,7,43234.0,615.0,0.0
전라북도,2013,금속류,허가업체,6,2069.0,263.0,236247.0
전라북도,2013,폐지,허가업체,2,56.0,50.0,4000.0
전라북도,2013,폐목재,허가업체,27,32536.0,10013.0,356270.0
전라북도,2013,음식물쓰레기,허가업체,4,66658.0,2631.0,245000.0
전라남도,2013,폐산,허가업체,5,29664.0,0.0,0.0
전라남도,2013,폐알칼리,허가업체,0,0.0,0.0,0.0
전라남도,2013,폐유,허가업체,26,41652.0,48058.0,10672273.0
전라남도,2013,폐유기용제,허가업체,8,94133.0,57553.0,53232760.0
전라남도,2013,폐합성고분자화합물,허가업체,84,161432.0,111407.0,33889653.0
전라남도,2013,폐석면,허가업체,0,0.0,0.0,0.0
전라남도,2013,광재,허가업체,7,1809183.0,7880.0,13160603.0
전라남도,2013,분진,허가업체,14,826820.0,1167081.0,84108482.0
전라남도,2013,폐주물사 및 샌드블라스트폐사,허가업체,1,1928.0,0.0,0.0
전라남도,2013,폐내화물 및 폐도자기편류,허가업체,5,163528.0,1229.0,83208.0
전라남도,2013,소각잔재물 및 연소재,허가업체,9,571824.0,584161.0,10036847.0
전라남도,2013,안정화처리물,허가업체,0,0.0,0.0,0.0
전라남도,2013,폐촉매,허가업체,4,11637.0,573453.0,33518299.0
전라남도,2013,폐흡수제 및 폐흡착제,허가업체,1,2582.0,207.0,0.0
전라남도,2013,폐농약,허가업체,0,0.0,0.0,0.0
전라남도,2013,PCB함유폐기물,허가업체,0,0.0,0.0,0.0
전라남도,2013,오니류,허가업체,42,903159.0,438746.0,31265669.0
전라남도,2013,폐섬유류,허가업체,1,112.0,112.0,79064.0
전라남도,2013,폐가죽류,허가업체,0,0.0,0.0,0.0
전라남도,2013,동식물성잔재물,허가업체,38,210262.0,36171.0,12773142.0
전라남도,2013,폐석회류,허가업체,1,303.0,0.0,0.0
전라남도,2013,폐전지,허가업체,0,0.0,0.0,0.0
전라남도,2013,기타화학물질,허가업체,0,0.0,0.0,0.0
전라남도,2013,기타,허가업체,4,6654.0,3102.0,518300.0
전라남도,2013,금속류,허가업체,7,212848.0,175660.0,11932389.0
전라남도,2013,폐지,허가업체,1,0.0,67.0,5724.0
전라남도,2013,폐목재,허가업체,30,77966.0,56232.0,794542.0
전라남도,2013,음식물쓰레기,허가업체,4,2529.0,0.0,0.0
경상북도,2013,폐산,허가업체,4,17699.0,5647.0,2077561.0
경상북도,2013,폐알칼리,허가업체,0,0.0,0.0,0.0
경상북도,2013,폐유,허가업체,5,753.0,441.0,268987.0
경상북도,2013,폐유기용제,허가업체,1,871.0,0.0,0.0
경상북도,2013,폐합성고분자화합물,허가업체,421,1545586.0,1368642.0,233338621.0
경상북도,2013,폐석면,허가업체,0,0.0,0.0,0.0
경상북도,2013,광재,허가업체,45,778993.0,2443515.0,44132255.0
경상북도,2013,분진,허가업체,46,476261.0,265059.0,68112084.0
경상북도,2013,폐주물사 및 샌드블라스트폐사,허가업체,11,206140.0,10485.0,0.0
경상북도,2013,폐내화물 및 폐도자기편류,허가업체,34,233649.0,218447.0,10979471.0
경상북도,2013,소각잔재물 및 연소재,허가업체,9,154314.0,30319.0,2269607.0
경상북도,2013,안정화처리물,허가업체,0,0.0,0.0,0.0
경상북도,2013,폐촉매,허가업체,7,3738.0,765.0,7725824.0
경상북도,2013,폐흡수제 및 폐흡착제,허가업체,7,10143.0,1385.0,1024921.0
경상북도,2013,폐농약,허가업체,0,0.0,0.0,0.0
경상북도,2013,PCB함유폐기물,허가업체,0,0.0,0.0,0.0
경상북도,2013,오니류,허가업체,94,946698.0,605687.0,23405139.0
경상북도,2013,폐섬유류,허가업체,26,18901.0,25326.0,25481405.0
경상북도,2013,폐가죽류,허가업체,0,0.0,0.0,0.0
경상북도,2013,동식물성잔재물,허가업체,69,134116.0,43367.0,19022723.0
경상북도,2013,폐석회류,허가업체,3,24994.0,9417.0,1294803.0
경상북도,2013,폐전지,허가업체,2,359.0,296.0,831616.0
경상북도,2013,기타화학물질,허가업체,2,2542.0,723.0,4848305.0
경상북도,2013,기타,허가업체,16,17855.0,2374.0,1942103.0
경상북도,2013,금속류,허가업체,45,542743.0,206315.0,40004589.0
경상북도,2013,폐지,허가업체,4,1250.0,1245.0,53724.0
경상북도,2013,폐목재,허가업체,51,175466.0,111990.0,2969982.0
경상북도,2013,음식물쓰레기,허가업체,18,76691.0,75009.0,4045377.0
경상남도,2013,폐산,허가업체,9,47807.0,4316.0,234234.0
경상남도,2013,폐알칼리,허가업체,2,2112.0,2168.0,564050.0
경상남도,2013,폐유,허가업체,148,183239.0,114781.0,274312704.0
경상남도,2013,폐유기용제,허가업체,37,97737.0,47965.0,10392894.0
경상남도,2013,폐합성고분자화합물,허가업체,328,898884.0,598290.0,83392846.0
경상남도,2013,폐석면,허가업체,0,0.0,0.0,0.0
경상남도,2013,광재,허가업체,45,337166.0,168783.0,16769605.0
경상남도,2013,분진,허가업체,31,86495.0,65577.0,1878722.0
경상남도,2013,폐주물사 및 샌드블라스트폐사,허가업체,8,136116.0,59637.0,470000.0
경상남도,2013,폐내화물 및 폐도자기편류,허가업체,14,64166.0,132765.0,3939011.0
경상남도,2013,소각잔재물 및 연소재,허가업체,5,602736.0,133199.0,4041086.0
경상남도,2013,안정화처리물,허가업체,0,0.0,0.0,0.0
경상남도,2013,폐촉매,허가업체,9,4056.0,226.0,1473063.0
경상남도,2013,폐흡수제 및 폐흡착제,허가업체,8,14719.0,2739.0,2204282.0
경상남도,2013,폐농약,허가업체,0,0.0,0.0,0.0
경상남도,2013,PCB함유폐기물,허가업체,0,0.0,0.0,0.0
경상남도,2013,오니류,허가업체,59,205541.0,103937.0,17592559.0
경상남도,2013,폐섬유류,허가업체,10,2997.0,1891.0,1823336.0
경상남도,2013,폐가죽류,허가업체,0,0.0,0.0,0.0
경상남도,2013,동식물성잔재물,허가업체,45,193123.0,79429.0,17629899.0
경상남도,2013,폐석회류,허가업체,2,720.0,3735.0,1068880.0
경상남도,2013,폐전지,허가업체,1,141.0,112.0,108703.0
경상남도,2013,기타화학물질,허가업체,0,0.0,0.0,0.0
경상남도,2013,기타,허가업체,12,34526.0,75.0,691462.0
경상남도,2013,금속류,허가업체,30,73028.0,41008.0,29725173.0
경상남도,2013,폐지,허가업체,2,1366.0,0.0,0.0
경상남도,2013,폐목재,허가업체,42,132785.0,122236.0,14111279.0
경상남도,2013,음식물쓰레기,허가업체,15,97797.0,23567.0,1632656.0
제주특별자치도,2013,폐산,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,폐알칼리,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,폐유,허가업체,1,37.0,626.0,313016.0
제주특별자치도,2013,폐유기용제,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,폐합성고분자화합물,허가업체,25,31082.0,11973.0,5318082.0
제주특별자치도,2013,폐석면,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,광재,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,분진,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,폐주물사 및 샌드블라스트폐사,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,폐내화물 및 폐도자기편류,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,소각잔재물 및 연소재,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,안정화처리물,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,폐촉매,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,폐흡수제 및 폐흡착제,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,폐농약,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,PCB함유폐기물,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,오니류,허가업체,9,24812.0,0.0,0.0
제주특별자치도,2013,폐섬유류,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,폐가죽류,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,동식물성잔재물,허가업체,12,29537.0,9865.0,6743722.0
제주특별자치도,2013,폐석회류,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,폐전지,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,기타화학물질,허가업체,0,0.0,0.0,0.0
제주특별자치도,2013,기타,허가업체,3,17027.0,15000.0,0.0
제주특별자치도,2013,금속류,허가업체,4,2437.0,2044.0,466902.0
제주특별자치도,2013,폐지,허가업체,1,21562.0,17774.0,5478268.0
제주특별자치도,2013,폐목재,허가업체,16,13287.0,2201.0,0.0
제주특별자치도,2013,음식물쓰레기,허가업체,1,3455.0,0.0,0.0
서울특별시,2012,유기성오니류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,무기성오니류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐합성고분자화합물,허가업체,10,5939.0,2798.0,1585060.0
서울특별시,2012,광재류,허가업체,1,33.0,33.0,28907.0
서울특별시,2012,분진류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐주물사 및 폐사,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐내화물 및 폐도자기조각,허가업체,0,0.0,0.0,0.0
서울특별시,2012,소각재,허가업체,0,0.0,0.0,0.0
서울특별시,2012,안정화 또는 고형화 고화처리물,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐촉매,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐흡착제 및 폐흡수제,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐석고 및 폐석회,허가업체,0,0.0,0.0,0.0
서울특별시,2012,연소잔재물,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐석재류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐타이어,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐식용유,허가업체,0,0.0,0.0,0.0
서울특별시,2012,동식물성잔재물,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐전기전자제품류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,왕겨 및 쌀겨,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐목재류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐섬유류,허가업체,1,16.0,16.0,954.0
서울특별시,2012,폐지류,허가업체,3,44973.0,38459.0,6931046.0
서울특별시,2012,폐금속류,허가업체,6,6339.0,4603.0,1436305.0
서울특별시,2012,폐유리류,허가업체,3,2641.0,1721.0,139960.0
서울특별시,2012,폐타일,허가업체,0,0.0,0.0,0.0
서울특별시,2012,음식물류폐기물 및 처리물,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐전지류,허가업체,1,0.0,90.0,150524.0
서울특별시,2012,기타,허가업체,2,24627.0,24208.0,704187.0
서울특별시,2012,폐합성고분자화합물,허가업체,0,0.0,0.0,0.0
서울특별시,2012,오니류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐농약,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐산,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐알칼리,허가업체,0,0.0,0.0,0.0
서울특별시,2012,광재,허가업체,0,0.0,0.0,0.0
서울특별시,2012,분진,허가업체,2,2778.0,2778.0,16466.0
서울특별시,2012,폐주물사 및 폐사,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐내화물 및 폐도자기조각,허가업체,0,0.0,0.0,0.0
서울특별시,2012,소각재,허가업체,0,0.0,0.0,0.0
서울특별시,2012,안정화 또는 고형화 고화처리물,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐촉매,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐흡착제 및 폐흡수제,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐형광등 파쇄 잔재물,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐유기용제,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐페인트 및 락카,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐유,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폴리클로리네이티드비페닐함유폐기물,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐유독물질,허가업체,0,0.0,0.0,0.0
서울특별시,2012,기타,허가업체,0,0.0,0.0,0.0
서울특별시,2012,음식물류폐기물,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐지류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐유리류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐목재 및 폐가구류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐타일 및 도자기류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,폐전지류,허가업체,0,0.0,0.0,0.0
서울특별시,2012,동식물성 잔재물,허가업체,0,0.0,0.0,0.0
서울특별시,2012,기타,허가업체,0,0.0,0.0,0.0
부산광역시,2012,유기성오니류,허가업체,0,0.0,0.0,0.0
부산광역시,2012,무기성오니류,허가업체,19,119317.0,17247.0,992680.0
부산광역시,2012,폐합성고분자화합물,허가업체,72,56102.0,35780.0,4872195.0
부산광역시,2012,광재류,허가업체,21,116778.0,54003.0,3034002.0
부산광역시,2012,분진류,허가업체,14,18213.0,7542.0,362000.0
부산광역시,2012,폐주물사 및 폐사,허가업체,10,54102.0,30502.0,0.0
부산광역시,2012,폐내화물 및 폐도자기조각,허가업체,2,8304.0,5.0,0.0
부산광역시,2012,소각재,허가업체,0,0.0,0.0,0.0
부산광역시,2012,안정화 또는 고형화 고화처리물,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐촉매,허가업체,1,3084.0,0.0,0.0
부산광역시,2012,폐흡착제 및 폐흡수제,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐석고 및 폐석회,허가업체,0,0.0,0.0,0.0
부산광역시,2012,연소잔재물,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐석재류,허가업체,1,80.0,60.0,0.0
부산광역시,2012,폐타이어,허가업체,5,1243.0,1243.0,20989.0
부산광역시,2012,폐식용유,허가업체,2,611.0,0.0,0.0
부산광역시,2012,동식물성잔재물,허가업체,26,45147.0,18689.0,73581.0
부산광역시,2012,폐전기전자제품류,허가업체,9,2786.0,1864.0,1514419.0
부산광역시,2012,왕겨 및 쌀겨,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐목재류,허가업체,23,10759.0,7284.0,323765.0
부산광역시,2012,폐섬유류,허가업체,4,174.0,0.0,228480.0
부산광역시,2012,폐지류,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐금속류,허가업체,6,10565.0,31221.0,1866429.0
부산광역시,2012,폐유리류,허가업체,1,12.0,0.0,0.0
부산광역시,2012,폐타일,허가업체,0,0.0,0.0,0.0
부산광역시,2012,음식물류폐기물 및 처리물,허가업체,12,84713.0,48766.0,0.0
부산광역시,2012,폐전지류,허가업체,0,0.0,0.0,0.0
부산광역시,2012,기타,허가업체,17,40470.0,13016.0,482599.0
부산광역시,2012,폐합성고분자화합물,허가업체,0,0.0,0.0,0.0
부산광역시,2012,오니류,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐농약,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐산,허가업체,6,6468.0,6025.0,363877.0
부산광역시,2012,폐알칼리,허가업체,0,0.0,0.0,0.0
부산광역시,2012,광재,허가업체,1,152.0,0.0,0.0
부산광역시,2012,분진,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐주물사 및 폐사,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐내화물 및 폐도자기조각,허가업체,0,0.0,0.0,0.0
부산광역시,2012,소각재,허가업체,0,0.0,0.0,0.0
부산광역시,2012,안정화 또는 고형화 고화처리물,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐촉매,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐흡착제 및 폐흡수제,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐형광등 파쇄 잔재물,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐유기용제,허가업체,10,9946.0,8535.0,3473340.0
부산광역시,2012,폐페인트 및 락카,허가업체,1,30.0,0.0,0.0
부산광역시,2012,폐유,허가업체,28,40652.0,10029.0,2074322.0
부산광역시,2012,폴리클로리네이티드비페닐함유폐기물,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐유독물질,허가업체,0,0.0,0.0,0.0
부산광역시,2012,기타,허가업체,0,0.0,0.0,0.0
부산광역시,2012,음식물류폐기물,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐지류,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐유리류,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐목재 및 폐가구류,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐타일 및 도자기류,허가업체,0,0.0,0.0,0.0
부산광역시,2012,폐전지류,허가업체,0,0.0,0.0,0.0
부산광역시,2012,동식물성 잔재물,허가업체,0,0.0,0.0,0.0
부산광역시,2012,기타,허가업체,0,0.0,0.0,0.0
대구광역시,2012,유기성오니류,허가업체,0,0.0,0.0,0.0
대구광역시,2012,무기성오니류,허가업체,3,1360.0,0.0,0.0
대구광역시,2012,폐합성고분자화합물,허가업체,120,165012.0,39028.0,21309648.0
대구광역시,2012,광재류,허가업체,2,16.0,0.0,0.0
대구광역시,2012,분진류,허가업체,4,227.0,109.0,32757.0
대구광역시,2012,폐주물사 및 폐사,허가업체,0,0.0,0.0,0.0
대구광역시,2012,폐내화물 및 폐도자기조각,허가업체,1,252.0,0.0,0.0
대구광역시,2012,소각재,허가업체,1,14.0,0.0,0.0
대구광역시,2012,안정화 또는 고형화 고화처리물,허가업체,0,0.0,0.0,0.0
대구광역시,2012,폐촉매,허가업체,1,7.0,0.0,0.0
대구광역시,2012,폐흡착제 및 폐흡수제,허가업체,0,0.0,0.0,0.0
대구광역시,2012,폐석고 및 폐석회,허가업체,0,0.0,0.0,0.0
대구광역시,2012,연소잔재물,허가업체,1,1959.0,0.0,0.0
대구광역시,2012,폐석재류,허가업체,0,0.0,0.0,0.0
대구광역시,2012,폐타이어,허가업체,2,897.0,811.0,328438.0
대구광역시,2012,폐식용유,허가업체,2,32.0,89.0,170985.0
대구광역시,2012,동식물성잔재물,허가업체,8,17533.0,3055.0,0.0
대구광역시,2012,폐전기전자제품류,허가업체,2,0.0,25.0,125014.0
대구광역시,2012,왕겨 및 쌀겨,허가업체,0,0.0,0.0,0.0
대구광역시,2012,폐목재류,허가업체,31,33590.0,16173.0,47948.0
대구광역시,2012,폐섬유류,허가업체,23,9850.0,3250.0,3475041.0
대구광역시,2012,폐지류,허가업체,7,371.0,57.0,4817.0
대구광역시,2012,폐금속류,허가업체,13,1480.0,2638.0,5137868.0
대구광역시,2012,폐유리류,허가업체,3,2894.0,2110.0,51480.0
