행정구역별(1),행정구역별(2),year,일반폐기물재활용률,총재활용량,생활폐기물총발생량
경기도,고양시,2017,64.8,618.0,953.4
경기도,과천시,2017,32.6,22.9,70.3
경기도,구리시,2017,50.0,78.4,156.9
경기도,남양주시,2017,59.0,217.0,367.5
경기도,오산시,2017,56.9,115.3,202.6
경기도,시흥시,2017,71.5,342.8,479.5
경기도,군포시,2017,44.8,102.9,229.7
경기도,의왕시,2017,71.5,107.5,150.4
경기도,하남시,2017,64.7,114.3,176.6
경기도,용인시,2017,64.1,560.4,874.3
경기도,파주시,2017,47.6,206.7,434.4
경기도,이천시,2017,72.3,204.0,282.2
경기도,안성시,2017,53.9,124.4,230.8
경기도,김포시,2017,54.0,136.9,253.4
경기도,화성시,2017,70.8,507.6,716.6
경기도,광주시,2017,72.6,218.4,301.0
경기도,양주시,2017,75.6,285.8,377.9
경기도,포천시,2017,47.3,67.9,143.6
경기도,여주시,2017,77.7,153.6,197.8
경기도,경기 여주군,2017,-,-,-
경기도,연천군,2017,26.3,9.7,36.9
경기도,가평군,2017,83.2,63.0,75.7
경기도,양평군,2017,37.0,24.8,67.1
강원도,춘천시,2017,68.5,280.1,409.2
강원도,원주시,2017,93.4,423.7,453.8
강원도,강릉시,2017,49.8,178.6,358.3
강원도,동해시,2017,33.9,43.7,128.9
강원도,태백시,2017,41.7,38.8,93.0
강원도,속초시,2017,20.4,29.8,146.0
강원도,삼척시,2017,41.2,43.5,105.7
강원도,홍천군,2017,42.3,32.2,76.2
강원도,횡성군,2017,56.2,34.3,61.0
강원도,영월군,2017,49.2,15.2,30.9
강원도,평창군,2017,72.0,42.5,59.0
강원도,정선군,2017,48.6,25.3,52.1
강원도,철원군,2017,16.7,9.3,55.7
강원도,화천군,2017,24.7,12.3,49.8
강원도,양구군,2017,61.8,24.3,39.3
강원도,인제군,2017,23.8,23.9,100.5
강원도,고성군,2017,33.8,20.7,61.2
강원도,양양군,2017,21.0,11.1,52.9
충청북도,충북 청주시,2017,-,-,-
충청북도,충주시,2017,54.8,161.8,295.0
충청북도,제천시,2017,37.2,44.8,120.3
충청북도,청주시,2017,56.3,632.8,1124.4
충청북도,충북 청원군,2017,-,-,-
충청북도,보은군,2017,21.2,7.5,35.3
충청북도,옥천군,2017,41.7,27.3,65.5
충청북도,영동군,2017,40.7,18.5,45.4
충청북도,진천군,2017,63.0,67.9,107.8
충청북도,괴산군,2017,42.7,29.9,70.1
충청북도,음성군,2017,24.9,21.3,85.4
충청북도,단양군,2017,21.9,9.8,44.7
충청북도,증평군,2017,45.6,17.8,39.0
충청남도,천안시,2017,48.9,460.2,940.9
충청남도,공주시,2017,69.8,108.7,155.8
충청남도,보령시,2017,44.3,58.4,131.8
충청남도,아산시,2017,63.1,291.6,462.3
충청남도,서산시,2017,48.4,84.0,173.5
충청남도,논산시,2017,51.0,88.6,173.7
충청남도,계룡시,2017,57.0,25.8,45.3
충청남도,당진시,2017,50.3,75.5,150.1
충청남도,금산군,2017,38.9,22.7,58.4
충청남도,충남 연기군,2017,-,-,-
충청남도,부여군,2017,56.7,45.1,79.5
충청남도,서천군,2017,42.2,29.9,70.8
충청남도,청양군,2017,51.5,13.9,27.0
충청남도,홍성군,2017,55.5,47.6,85.7
충청남도,예산군,2017,42.2,34.2,81.0
충청남도,태안군,2017,26.7,22.0,82.5
충청남도,충남 당진군,2017,-,-,-
전라북도,전주시,2017,68.4,515.3,753.9
전라북도,군산시,2017,51.2,167.9,327.8
전라북도,익산시,2017,51.9,131.6,253.5
전라북도,정읍시,2017,42.7,38.1,89.2
전라북도,남원시,2017,43.9,37.8,86.1
전라북도,김제시,2017,60.5,50.3,83.2
전라북도,완주군,2017,73.6,75.2,102.2
전라북도,진안군,2017,52.3,6.9,13.2
전라북도,무주군,2017,68.7,20.0,29.1
전라북도,장수군,2017,34.2,8.3,24.3
전라북도,임실군,2017,69.3,8.8,12.7
전라북도,순창군,2017,43.4,6.9,15.9
전라북도,고창군,2017,79.8,64.5,80.8
전라북도,부안군,2017,70.4,31.2,44.3
전라남도,목포시,2017,56.7,134.5,237.2
전라남도,여수시,2017,27.5,118.1,428.7
전라남도,순천시,2017,77.5,227.5,293.6
전라남도,나주시,2017,64.8,55.2,85.2
전라남도,광양시,2017,36.1,84.4,233.6
전라남도,담양군,2017,55.1,12.5,22.7
전라남도,곡성군,2017,100.0,21.7,21.7
전라남도,구례군,2017,100.0,16.0,16.0
전라남도,고흥군,2017,21.1,12.8,60.7
전라남도,보성군,2017,57.4,16.7,29.1
전라남도,화순군,2017,58.3,24.6,42.2
전라남도,장흥군,2017,39.3,13.0,33.1
전라남도,강진군,2017,58.1,21.1,36.3
전라남도,해남군,2017,67.8,36.9,54.4
전라남도,영암군,2017,70.3,71.0,101.0
전라남도,무안군,2017,34.4,27.4,79.7
전라남도,함평군,2017,16.1,3.4,21.1
전라남도,영광군,2017,10.1,3.7,36.6
전라남도,장성군,2017,45.6,16.5,36.2
전라남도,완도군,2017,23.2,10.0,43.1
전라남도,진도군,2017,32.6,9.7,29.8
전라남도,신안군,2017,43.4,17.8,41.0
경상북도,포항시,2017,60.4,315.1,521.9
경상북도,경주시,2017,64.5,265.0,410.6
경상북도,김천시,2017,41.1,51.4,125.0
경상북도,안동시,2017,58.4,173.3,296.8
경상북도,구미시,2017,43.1,198.8,461.6
경상북도,영주시,2017,33.6,58.5,174.3
경상북도,영천시,2017,53.6,69.0,128.8
경상북도,상주시,2017,32.9,35.6,108.3
경상북도,문경시,2017,24.3,26.3,108.1
경상북도,경산시,2017,51.8,123.7,239.0
경상북도,군위군,2017,13.9,3.4,24.4
경상북도,의성군,2017,41.0,20.6,50.3
경상북도,청송군,2017,22.2,6.8,30.6
경상북도,영양군,2017,16.9,2.5,14.8
경상북도,영덕군,2017,50.5,33.5,66.4
경상북도,청도군,2017,45.1,13.7,30.4
경상북도,고령군,2017,24.1,6.5,27.0
경상북도,성주군,2017,44.0,17.2,39.1
경상북도,칠곡군,2017,16.5,20.8,126.0
경상북도,예천군,2017,63.2,29.2,46.2
경상북도,봉화군,2017,41.5,22.7,54.7
경상북도,울진군,2017,37.4,23.8,63.6
경상북도,울릉군,2017,25.0,3.9,15.6
경상남도,진주시,2017,61.8,263.0,425.5
경상남도,통영시,2017,39.1,91.1,232.8
경상남도,사천시,2017,51.7,87.5,169.1
경상남도,김해시,2017,63.0,303.4,481.7
경상남도,밀양시,2017,53.6,67.4,125.8
경상남도,거제시,2017,66.6,246.0,369.1
경상남도,양산시,2017,59.4,219.6,370.0
경상남도,창원시,2017,52.4,682.5,1301.5
경상남도,의령군,2017,86.4,24.2,28.0
경상남도,함안군,2017,50.7,38.6,76.2
경상남도,창녕군,2017,55.5,29.4,53.0
경상남도,고성군,2017,53.9,25.4,47.1
경상남도,남해군,2017,68.9,42.4,61.5
경상남도,하동군,2017,44.8,25.2,56.2
경상남도,산청군,2017,26.6,10.4,39.1
경상남도,함양군,2017,19.5,8.4,43.0
경상남도,거창군,2017,56.6,43.2,76.3
경상남도,합천군,2017,45.8,22.0,48.0
제주특별자치도,제주시,2017,56.7,499.9,881.3
제주특별자치도,서귀포시,2017,57.6,248.1,430.8
서울특별시,종로구,2018,64.7,234.7,362.7
서울특별시,중구,2018,56.2,241.5,429.7
서울특별시,용산구,2018,66.9,193.0,288.4
서울특별시,성동구,2018,66.3,178.9,270.0
서울특별시,광진구,2018,76.9,263.3,342.5
서울특별시,동대문구,2018,73.5,305.9,416.3
서울특별시,중랑구,2018,71.9,281.7,391.9
서울특별시,성북구,2018,71.7,249.8,348.5
서울특별시,강북구,2018,67.4,155.4,230.6
서울특별시,도봉구,2018,73.6,188.1,255.7
서울특별시,노원구,2018,77.1,360.2,467.2
서울특별시,은평구,2018,58.5,195.0,333.3
서울특별시,서대문구,2018,61.8,176.3,285.3
서울특별시,마포구,2018,66.9,293.9,439.5
서울특별시,양천구,2018,67.2,200.0,297.7
서울특별시,강서구,2018,70.1,336.4,480.0
서울특별시,구로구,2018,54.1,172.8,319.4
서울특별시,금천구,2018,70.4,175.2,248.8
서울특별시,영등포구,2018,64.6,216.6,335.3
서울특별시,동작구,2018,68.9,200.1,290.6
서울특별시,관악구,2018,72.3,315.9,436.8
서울특별시,서초구,2018,69.4,391.3,563.7
서울특별시,강남구,2018,65.8,445.5,677.1
서울특별시,송파구,2018,68.1,416.9,611.8
서울특별시,강동구,2018,72.5,268.5,370.1
부산광역시,중구,2018,70.8,57.7,81.5
부산광역시,서구,2018,83.1,98.3,118.3
부산광역시,동구,2018,85.6,81.5,95.2
부산광역시,영도구,2018,90.4,109.5,121.1
부산광역시,부산진구,2018,85.6,311.5,364.0
부산광역시,동래구,2018,86.2,203.1,235.7
부산광역시,남구,2018,89.2,205.2,230.1
부산광역시,북구,2018,88.0,236.0,268.3
부산광역시,해운대구,2018,73.7,283.0,383.8
부산광역시,사하구,2018,89.2,304.1,341.1
부산광역시,금정구,2018,90.0,211.2,234.6
부산광역시,강서구,2018,79.7,114.2,143.2
부산광역시,연제구,2018,89.7,167.5,186.7
부산광역시,수영구,2018,88.7,134.0,151.1
부산광역시,사상구,2018,88.0,221.9,252.2
부산광역시,기장군,2018,68.5,89.2,130.3
대구광역시,중구,2018,82.4,151.7,184.1
대구광역시,동구,2018,81.9,338.5,413.4
대구광역시,서구,2018,65.3,196.8,301.2
대구광역시,남구,2018,75.1,142.6,189.8
대구광역시,북구,2018,79.7,427.2,536.3
대구광역시,수성구,2018,79.6,370.2,465.3
대구광역시,달서구,2018,70.4,448.2,637.0
대구광역시,달성군,2018,75.5,217.2,287.7
인천광역시,중구,2018,54.3,176.1,324.3
인천광역시,동구,2018,83.6,118.5,141.8
인천광역시,남구,2018,-,-,-
인천광역시,연수구,2018,60.0,161.7,269.6
인천광역시,남동구,2018,64.7,337.5,521.9
인천광역시,부평구,2018,58.7,242.2,412.6
인천광역시,계양구,2018,61.5,134.6,218.8
인천광역시,서구,2018,57.1,253.8,444.4
인천광역시,미추홀구,2018,54.0,140.2,259.4
인천광역시,강화군,2018,72.7,69.9,96.2
인천광역시,옹진군,2018,57.6,10.6,18.4
광주광역시,동구,2018,44.6,48.5,108.8
광주광역시,서구,2018,50.5,136.0,269.1
광주광역시,남구,2018,61.6,117.5,190.8
광주광역시,북구,2018,63.6,215.4,338.5
광주광역시,광산구,2018,56.6,206.5,365.1
대전광역시,동구,2018,78.1,211.3,270.7
대전광역시,중구,2018,62.3,184.8,296.7
대전광역시,서구,2018,66.8,308.6,461.7
대전광역시,유성구,2018,81.0,262.2,323.7
대전광역시,대덕구,2018,73.4,189.8,258.5
울산광역시,중구,2018,51.1,130.0,254.6
울산광역시,남구,2018,51.8,278.3,537.2
울산광역시,동구,2018,55.9,119.4,213.6
울산광역시,북구,2018,50.2,125.7,250.6
울산광역시,울주군,2018,54.2,159.4,294.2
경기도,수원시,2018,62.3,707.2,1134.5
경기도,성남시,2018,48.8,448.2,918.4
경기도,의정부시,2018,66.0,303.4,460.0
경기도,안양시,2018,34.1,132.3,388.1
경기도,부천시,2018,70.7,597.3,844.6
경기도,광명시,2018,49.9,133.7,268.1
경기도,평택시,2018,65.5,321.3,490.6
경기도,동두천시,2018,49.6,38.1,76.8
경기도,안산시,2018,56.7,336.1,592.9
경기도,고양시,2018,63.1,583.2,924.3
경기도,과천시,2018,36.4,32.3,88.7
경기도,구리시,2018,48.2,80.0,165.9
경기도,남양주시,2018,50.1,203.9,407.2
경기도,오산시,2018,58.9,105.1,178.5
경기도,시흥시,2018,68.1,294.1,432.1
경기도,군포시,2018,43.2,109.1,252.6
경기도,의왕시,2018,51.1,57.6,112.7
경기도,하남시,2018,81.9,318.5,388.9
경기도,용인시,2018,71.3,775.8,1088.2
경기도,파주시,2018,62.6,316.5,505.2
경기도,이천시,2018,68.7,181.7,264.5
경기도,안성시,2018,61.9,145.5,234.9
경기도,김포시,2018,55.4,187.1,337.5
경기도,화성시,2018,62.6,410.4,656.1
경기도,광주시,2018,66.3,243.2,366.7
경기도,양주시,2018,67.8,160.2,236.4
경기도,포천시,2018,22.7,42.6,188.0
경기도,여주시,2018,82.3,162.4,197.3
경기도,경기 여주군,2018,-,-,-
경기도,연천군,2018,30.4,17.9,58.8
경기도,가평군,2018,77.1,57.5,74.6
경기도,양평군,2018,39.0,28.5,73.0
강원도,춘천시,2018,59.8,276.9,462.9
강원도,원주시,2018,89.0,386.8,434.4
강원도,강릉시,2018,51.7,200.0,386.7
강원도,동해시,2018,92.4,105.1,113.7
강원도,태백시,2018,21.0,18.3,87.3
강원도,속초시,2018,10.8,14.4,132.8
강원도,삼척시,2018,43.0,44.9,104.3
강원도,홍천군,2018,60.2,67.6,112.2
강원도,횡성군,2018,60.5,40.2,66.5
강원도,영월군,2018,48.0,16.6,34.6
강원도,평창군,2018,81.9,64.0,78.1
강원도,정선군,2018,36.4,14.7,40.4
강원도,철원군,2018,20.8,11.2,53.8
강원도,화천군,2018,16.0,7.2,44.9
강원도,양구군,2018,27.2,8.5,31.3
강원도,인제군,2018,21.7,20.6,95.1
강원도,고성군,2018,47.4,16.1,34.0
강원도,양양군,2018,22.6,13.4,59.3
충청북도,충북 청주시,2018,-,-,-
충청북도,충주시,2018,28.8,102.3,355.6
충청북도,제천시,2018,52.6,78.7,149.5
충청북도,청주시,2018,64.3,696.6,1083.0
충청북도,충북 청원군,2018,-,-,-
충청북도,보은군,2018,15.6,5.4,34.7
충청북도,옥천군,2018,43.3,30.1,69.5
충청북도,영동군,2018,35.0,13.8,39.4
충청북도,진천군,2018,60.4,69.3,114.7
충청북도,괴산군,2018,40.8,29.0,71.0
충청북도,음성군,2018,54.0,83.2,154.0
충청북도,단양군,2018,20.3,10.7,52.8
충청북도,증평군,2018,41.1,16.0,38.9
충청남도,천안시,2018,46.3,380.5,822.1
충청남도,공주시,2018,71.7,124.6,173.8
충청남도,보령시,2018,41.0,58.9,143.6
충청남도,아산시,2018,76.5,581.8,760.9
충청남도,서산시,2018,47.7,82.3,172.5
충청남도,논산시,2018,52.8,90.1,170.6
충청남도,계룡시,2018,55.8,23.9,42.8
충청남도,당진시,2018,43.5,67.5,155.0
충청남도,금산군,2018,55.0,28.6,52.0
충청남도,충남 연기군,2018,-,-,-
충청남도,부여군,2018,25.3,20.1,79.5
충청남도,서천군,2018,34.2,31.2,91.2
충청남도,청양군,2018,56.4,18.1,32.1
충청남도,홍성군,2018,53.1,52.9,99.6
충청남도,예산군,2018,48.1,40.0,83.1
충청남도,태안군,2018,32.3,26.8,83.1
충청남도,충남 당진군,2018,-,-,-
전라북도,전주시,2018,68.9,592.1,859.3
전라북도,군산시,2018,51.4,227.2,442.3
전라북도,익산시,2018,57.8,139.5,241.3
전라북도,정읍시,2018,40.4,36.5,90.3
전라북도,남원시,2018,47.6,42.1,88.5
전라북도,김제시,2018,63.7,60.8,95.4
전라북도,완주군,2018,65.9,55.7,84.5
전라북도,진안군,2018,85.0,9.1,10.7
전라북도,무주군,2018,70.3,20.4,29.0
전라북도,장수군,2018,10.8,3.1,28.6
전라북도,임실군,2018,60.2,6.2,10.3
전라북도,순창군,2018,39.5,6.2,15.7
전라북도,고창군,2018,76.7,48.4,63.1
전라북도,부안군,2018,74.2,37.4,50.4
전라남도,목포시,2018,53.1,136.1,256.3
전라남도,여수시,2018,32.7,142.4,435.1
전라남도,순천시,2018,77.0,226.4,293.9
전라남도,나주시,2018,51.7,37.1,71.8
전라남도,광양시,2018,39.6,96.5,243.8
전라남도,담양군,2018,51.7,10.7,20.7
전라남도,곡성군,2018,100.0,21.5,21.5
전라남도,구례군,2018,80.3,13.9,17.3
전라남도,고흥군,2018,15.9,10.3,64.9
전라남도,보성군,2018,56.2,17.2,30.6
전라남도,화순군,2018,48.1,22.2,46.2
전라남도,장흥군,2018,29.5,7.2,24.4
전라남도,강진군,2018,50.8,15.0,29.5
전라남도,해남군,2018,66.5,42.0,63.2
전라남도,영암군,2018,56.6,41.4,73.2
전라남도,무안군,2018,26.4,21.6,81.9
전라남도,함평군,2018,19.9,3.8,19.1
전라남도,영광군,2018,61.7,68.3,110.7
전라남도,장성군,2018,49.2,21.4,43.5
전라남도,완도군,2018,22.8,10.0,43.9
전라남도,진도군,2018,43.9,15.6,35.5
전라남도,신안군,2018,40.2,16.0,39.8
경상북도,포항시,2018,63.3,318.8,503.3
경상북도,경주시,2018,55.5,322.8,582.0
경상북도,김천시,2018,66.3,83.0,125.2
경상북도,안동시,2018,44.0,81.2,184.6
경상북도,구미시,2018,50.2,233.5,464.9
경상북도,영주시,2018,30.4,53.8,177.0
경상북도,영천시,2018,50.7,58.4,115.1
경상북도,상주시,2018,31.1,26.8,86.3
경상북도,문경시,2018,43.5,61.2,140.8
경상북도,경산시,2018,51.2,137.7,268.8
경상북도,군위군,2018,15.2,3.3,21.7
경상북도,의성군,2018,56.9,33.0,58.0
경상북도,청송군,2018,18.8,5.8,30.8
경상북도,영양군,2018,17.9,2.7,15.1
경상북도,영덕군,2018,30.5,15.9,52.2
경상북도,청도군,2018,47.1,13.6,28.9
경상북도,고령군,2018,47.4,18.5,39.0
경상북도,성주군,2018,45.3,18.1,40.0
경상북도,칠곡군,2018,17.2,21.0,122.2
경상북도,예천군,2018,61.7,33.0,53.5
경상북도,봉화군,2018,44.0,23.6,53.6
경상북도,울진군,2018,39.4,26.0,66.0
경상북도,울릉군,2018,34.9,6.0,17.2
경상남도,진주시,2018,62.7,280.6,447.7
경상남도,통영시,2018,39.8,85.5,214.8
경상남도,사천시,2018,52.1,79.6,152.9
경상남도,김해시,2018,64.8,320.5,494.6
경상남도,밀양시,2018,59.5,74.7,125.5
경상남도,거제시,2018,59.0,208.2,352.7
경상남도,양산시,2018,61.0,241.4,395.5
경상남도,창원시,2018,56.4,695.7,1232.9
경상남도,의령군,2018,86.3,25.3,29.3
경상남도,함안군,2018,45.1,31.4,69.7
경상남도,창녕군,2018,54.2,30.7,56.6
경상남도,고성군,2018,51.1,26.1,51.1
경상남도,남해군,2018,84.4,57.0,67.5
경상남도,하동군,2018,46.3,24.7,53.3
경상남도,산청군,2018,30.5,11.3,37.0
경상남도,함양군,2018,17.1,7.4,43.2
경상남도,거창군,2018,52.1,36.6,70.3
경상남도,합천군,2018,49.9,21.3,42.7
제주특별자치도,제주시,2018,57.8,533.3,923.2
제주특별자치도,서귀포시,2018,61.1,238.7,390.7
서울특별시,종로구,2019,64.6,219.6,339.9
서울특별시,중구,2019,54.2,224.3,413.7
서울특별시,용산구,2019,65.1,198.6,305.2
서울특별시,성동구,2019,69.7,211.4,303.1
서울특별시,광진구,2019,75.8,253.2,333.9
서울특별시,동대문구,2019,72.6,298.4,411.2
서울특별시,중랑구,2019,67.5,223.1,330.5
서울특별시,성북구,2019,74.2,275.6,371.3
서울특별시,강북구,2019,69.8,175.3,251.2
서울특별시,도봉구,2019,64.0,220.7,345.1
서울특별시,노원구,2019,65.4,207.4,317.3
서울특별시,은평구,2019,60.9,224.9,369.0
서울특별시,서대문구,2019,61.0,146.5,240.1
서울특별시,마포구,2019,59.9,285.9,477.5
서울특별시,양천구,2019,65.0,221.5,340.8
서울특별시,강서구,2019,74.4,446.2,599.4
서울특별시,구로구,2019,52.4,171.0,326.5
서울특별시,금천구,2019,69.1,198.0,286.7
서울특별시,영등포구,2019,63.8,266.4,417.3
서울특별시,동작구,2019,71.3,224.9,315.4
서울특별시,관악구,2019,72.0,313.2,434.7
서울특별시,서초구,2019,58.8,293.2,498.3
서울특별시,강남구,2019,58.9,348.2,591.2
서울특별시,송파구,2019,74.8,604.8,808.2
서울특별시,강동구,2019,67.4,283.1,419.9
부산광역시,중구,2019,66.3,53.9,81.3
부산광역시,서구,2019,78.4,91.2,116.3
부산광역시,동구,2019,80.6,74.9,92.9
부산광역시,영도구,2019,84.8,100.5,118.5
부산광역시,부산진구,2019,80.8,293.3,363.1
부산광역시,동래구,2019,79.6,182.0,228.6
부산광역시,남구,2019,83.1,195.2,234.9
부산광역시,북구,2019,82.2,216.9,263.9
부산광역시,해운대구,2019,75.2,290.1,385.6
부산광역시,사하구,2019,83.9,283.2,337.7
부산광역시,금정구,2019,84.9,197.9,233.0
부산광역시,강서구,2019,85.9,131.5,153.1
부산광역시,연제구,2019,85.3,160.2,187.8
부산광역시,수영구,2019,84.2,122.3,145.3
부산광역시,사상구,2019,83.7,212.7,254.2
부산광역시,기장군,2019,68.0,88.2,129.8
대구광역시,중구,2019,78.7,136.2,173.0
대구광역시,동구,2019,72.7,303.5,417.3
대구광역시,서구,2019,71.2,171.1,240.4
대구광역시,남구,2019,69.3,127.3,183.8
대구광역시,북구,2019,71.9,379.0,527.2
대구광역시,수성구,2019,78.0,346.3,444.2
대구광역시,달서구,2019,71.2,468.4,657.5
대구광역시,달성군,2019,69.3,204.3,294.7
인천광역시,중구,2019,43.0,113.2,263.5
인천광역시,동구,2019,59.8,35.6,59.5
인천광역시,남구,2019,-,-,-
인천광역시,연수구,2019,70.9,168.4,237.4
인천광역시,남동구,2019,65.5,307.4,469.3
인천광역시,부평구,2019,50.3,209.5,416.3
인천광역시,계양구,2019,59.9,136.7,228.4
인천광역시,서구,2019,52.5,266.2,506.8
인천광역시,미추홀구,2019,52.8,163.9,310.6
인천광역시,강화군,2019,67.7,88.1,130.2
인천광역시,옹진군,2019,60.7,12.2,20.1
광주광역시,동구,2019,50.7,55.1,108.7
광주광역시,서구,2019,56.6,151.9,268.4
광주광역시,남구,2019,54.6,89.3,163.6
광주광역시,북구,2019,58.7,240.0,408.9
광주광역시,광산구,2019,61.0,255.6,418.7
대전광역시,동구,2019,73.9,184.4,249.6
대전광역시,중구,2019,75.4,201.5,267.4
대전광역시,서구,2019,64.9,251.1,386.8
대전광역시,유성구,2019,69.3,237.7,342.8
대전광역시,대덕구,2019,54.2,114.2,210.6
울산광역시,중구,2019,52.2,129.1,247.2
울산광역시,남구,2019,48.1,243.5,505.9
울산광역시,동구,2019,53.5,111.0,207.4
울산광역시,북구,2019,54.2,132.9,245.2
울산광역시,울주군,2019,40.8,169.8,416.6
경기도,수원시,2019,52.9,539.5,1019.8
경기도,성남시,2019,48.3,411.0,851.4
경기도,의정부시,2019,53.8,211.2,392.9
경기도,안양시,2019,33.1,98.8,298.5
경기도,부천시,2019,61.4,420.8,684.9
경기도,광명시,2019,46.0,129.8,282.0
경기도,평택시,2019,76.7,687.0,895.6
경기도,동두천시,2019,35.1,27.0,76.9
경기도,안산시,2019,51.8,321.9,622.0
경기도,고양시,2019,67.3,630.3,936.9
경기도,과천시,2019,42.0,37.5,89.2
경기도,구리시,2019,48.5,90.9,187.4
경기도,남양주시,2019,66.0,451.5,684.4
경기도,오산시,2019,57.0,130.1,228.2
경기도,시흥시,2019,51.1,244.9,479.4
경기도,군포시,2019,43.2,113.3,262.5
경기도,의왕시,2019,33.7,30.3,89.9
경기도,하남시,2019,49.6,109.3,220.3
경기도,용인시,2019,72.4,1105.8,1526.9
경기도,파주시,2019,63.2,312.5,494.8
경기도,이천시,2019,76.4,332.3,434.9
경기도,안성시,2019,59.5,131.3,220.8
경기도,김포시,2019,39.5,136.1,344.9
경기도,화성시,2019,62.4,383.6,614.3
경기도,광주시,2019,51.9,162.0,312.2
경기도,양주시,2019,53.5,125.8,235.2
경기도,포천시,2019,68.4,198.6,290.5
경기도,여주시,2019,65.8,113.0,171.8
경기도,경기 여주군,2019,-,-,-
경기도,연천군,2019,73.5,52.8,71.8
경기도,가평군,2019,50.2,47.9,95.5
경기도,양평군,2019,50.2,40.7,81.1
강원도,춘천시,2019,42.8,118.0,275.4
강원도,원주시,2019,85.1,375.9,441.6
강원도,강릉시,2019,52.2,153.8,294.4
강원도,동해시,2019,50.1,67.7,135.0
강원도,태백시,2019,30.8,30.0,97.3
강원도,속초시,2019,6.6,8.4,126.5
강원도,삼척시,2019,33.3,40.4,121.3
강원도,홍천군,2019,59.9,108.0,180.4
강원도,횡성군,2019,56.4,33.7,59.8
강원도,영월군,2019,40.8,12.8,31.4
강원도,평창군,2019,70.4,51.0,72.4
강원도,정선군,2019,68.3,51.3,75.1
강원도,철원군,2019,21.9,12.3,56.2
강원도,화천군,2019,9.6,5.7,59.5
강원도,양구군,2019,37.3,11.3,30.3
강원도,인제군,2019,17.9,14.1,78.9
강원도,고성군,2019,36.1,20.1,55.7
강원도,양양군,2019,26.1,15.6,59.7
충청북도,충북 청주시,2019,-,-,-
충청북도,충주시,2019,43.3,164.3,379.7
충청북도,제천시,2019,36.1,48.9,135.3
충청북도,청주시,2019,55.7,682.3,1224.2
충청북도,충북 청원군,2019,-,-,-
충청북도,보은군,2019,25.6,9.2,35.9
충청북도,옥천군,2019,47.4,26.6,56.1
충청북도,영동군,2019,36.0,15.5,43.0
충청북도,진천군,2019,79.9,72.7,91.0
충청북도,괴산군,2019,22.1,8.8,39.9
충청북도,음성군,2019,39.3,61.5,156.6
충청북도,단양군,2019,20.3,11.3,55.8
충청북도,증평군,2019,34.1,19.4,56.9
충청남도,천안시,2019,53.2,429.4,807.3
충청남도,공주시,2019,57.7,81.3,140.9
충청남도,보령시,2019,44.7,65.5,146.5
충청남도,아산시,2019,69.4,431.8,622.0
충청남도,서산시,2019,47.2,85.6,181.4
충청남도,논산시,2019,29.4,42.5,144.8
충청남도,계룡시,2019,59.8,27.7,46.3
충청남도,당진시,2019,37.0,88.2,238.4
충청남도,금산군,2019,41.2,19.0,46.1
충청남도,충남 연기군,2019,-,-,-
충청남도,부여군,2019,33.6,23.5,69.9
충청남도,서천군,2019,34.6,27.4,79.2
충청남도,청양군,2019,48.2,19.2,39.8
충청남도,홍성군,2019,51.4,49.2,95.8
충청남도,예산군,2019,48.8,41.1,84.2
충청남도,태안군,2019,26.2,20.9,79.8
충청남도,충남 당진군,2019,-,-,-
전라북도,전주시,2019,55.6,357.6,642.8
전라북도,군산시,2019,52.3,232.7,444.7
전라북도,익산시,2019,47.8,114.2,239.1
전라북도,정읍시,2019,42.2,36.5,86.4
전라북도,남원시,2019,66.6,106.3,159.5
전라북도,김제시,2019,48.5,37.8,78.0
전라북도,완주군,2019,77.7,112.3,144.5
전라북도,진안군,2019,74.9,15.2,20.3
전라북도,무주군,2019,80.6,45.6,56.6
전라북도,장수군,2019,8.9,2.0,22.5
전라북도,임실군,2019,55.4,7.2,13.0
전라북도,순창군,2019,49.3,9.9,20.1
전라북도,고창군,2019,74.7,46.3,62.0
전라북도,부안군,2019,55.5,33.9,61.1
전라남도,목포시,2019,54.2,142.2,262.5
전라남도,여수시,2019,28.1,146.9,523.0
전라남도,순천시,2019,60.6,154.2,254.6
전라남도,나주시,2019,53.0,44.9,84.7
전라남도,광양시,2019,47.6,112.6,236.6
전라남도,담양군,2019,62.3,9.6,15.4
전라남도,곡성군,2019,100.0,21.0,21.0
전라남도,구례군,2019,100.0,18.4,18.4
전라남도,고흥군,2019,33.8,27.1,80.2
전라남도,보성군,2019,46.7,12.6,27.0
전라남도,화순군,2019,45.2,16.9,37.4
전라남도,장흥군,2019,28.4,7.5,26.4
전라남도,강진군,2019,48.0,14.1,29.4
전라남도,해남군,2019,66.8,42.7,63.9
전라남도,영암군,2019,39.0,19.3,49.5
전라남도,무안군,2019,41.2,50.3,122.2
전라남도,함평군,2019,36.6,6.7,18.3
전라남도,영광군,2019,11.0,4.1,37.3
전라남도,장성군,2019,53.7,26.1,48.6
전라남도,완도군,2019,25.1,9.5,37.8
전라남도,진도군,2019,37.1,15.9,42.8
전라남도,신안군,2019,56.3,34.2,60.8
경상북도,포항시,2019,46.1,208.3,451.4
경상북도,경주시,2019,49.8,188.4,378.6
경상북도,김천시,2019,63.4,82.2,129.6
경상북도,안동시,2019,52.4,139.0,265.4
경상북도,구미시,2019,71.2,588.4,826.6
